ID	adj.P.Val	P.Value	t	B	logFC	Gene	Gene.title
A_23_P13820	0.018978	1.66E-04	4.106596	0.8078	0.959991	SLCO1A2	solute carrier organic anion transporter family member 1A2
A_23_P214059	0.018978	1.70E-04	4.098919	0.78596	0.7106313	NR3C1	nuclear receptor subfamily 3 group C member 1
A_32_P194887	0.018978	1.71E-04	4.097084	0.78074	0.7466861		
A_23_P150609	0.018978	1.71E-04	4.096971	0.78042	0.8132167	IGF2	insulin like growth factor 2
A_32_P187009	0.018978	1.71E-04	4.096918	0.78027	0.8833669	SERINC5	serine incorporator 5
A_23_P202435	0.018978	1.71E-04	4.096883	0.78017	0.9811212	ADD3	adducin 3
A_23_P29046	0.01916	1.77E-04	4.086791	0.75149	0.8769979	CBR1	carbonyl reductase 1
A_24_P942589	0.01916	1.78E-04	4.08404	0.74368	1.6277043	UGT8	UDP glycosyltransferase 8
A_23_P411806	0.019655	1.88E-04	4.066517	0.69397	0.749111	SLC44A1	solute carrier family 44 member 1
A_23_P355536	0.019655	1.89E-04	4.066087	0.69276	0.8196554	USP54	ubiquitin specific peptidase 54
A_23_P64873	0.019655	1.98E-04	4.050487	0.64858	0.7155004	DCN	decorin
A_24_P182539	0.019655	2.00E-04	4.047333	0.63966	0.9596994	ATG4C	autophagy related 4C cysteine peptidase
A_23_P155079	0.019655	2.01E-04	-4.046091	0.63615	-0.7411483	SLC16A8	solute carrier family 16 member 8
A_23_P126197	0.019655	2.02E-04	4.043446	0.62867	0.7033237	SRSF4	serine and arginine rich splicing factor 4
A_23_P113245	0.019655	2.05E-04	4.039588	0.61776	0.7421238	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
A_32_P200901	0.019655	2.05E-04	-4.039085	0.61634	-0.924529		
A_24_P182900	0.019655	2.08E-04	4.035122	0.60515	1.3257312	MOBP	myelin-associated oligodendrocyte basic protein
A_23_P150053	0.02132	2.30E-04	4.002995	0.51456	1.2225218	ACTA2	"actin, alpha 2, smooth muscle, aorta"
A_23_P107744	0.02132	2.31E-04	4.000641	0.50793	0.889472	S1PR5	sphingosine-1-phosphate receptor 5
A_24_P91238	0.021461	2.36E-04	-3.993782	0.48864	-0.60434	FAM104A	family with sequence similarity 104 member A
A_24_P930963	0.021461	2.41E-04	3.987011	0.46961	0.9381874	LMF1	lipase maturation factor 1
A_24_P55391	0.021461	2.42E-04	3.986241	0.46744	0.744061	HIP1	huntingtin interacting protein 1
A_23_P1638	0.021596	2.49E-04	3.977434	0.44271	0.8711938	RBM4B	RNA binding motif protein 4B
A_23_P117175	0.021596	2.50E-04	3.976301	0.43953	0.8357607	PARP4	poly(ADP-ribose) polymerase family member 4
A_23_P363878	0.022476	2.63E-04	3.959532	0.39251	1.1580156	RFTN2	raftlin family member 2
A_23_P112201	0.022506	2.67E-04	3.954081	0.37725	0.7102829	KDM4C	lysine demethylase 4C
A_32_P229493	0.022506	2.70E-04	3.95144	0.36986	0.9572615	ZNF704	zinc finger protein 704
A_23_P114783	0.022818	2.77E-04	3.94322	0.34687	0.5039522	PARP1	poly(ADP-ribose) polymerase 1
A_23_P377616	0.023158	2.84E-04	3.934717	0.3231	0.9474372	CIRBP	cold inducible RNA binding protein
A_23_P347632	0.023279	2.91E-04	3.926925	0.30135	0.8517515	MTSS1	metastasis suppressor 1
A_23_P217447	0.023279	2.94E-04	3.923183	0.29091	0.9064935	LAMP2	lysosomal associated membrane protein 2
A_23_P212002	0.023279	2.99E-04	3.918474	0.27778	0.5578031	NKTR	natural killer cell triggering receptor
A_32_P52785	0.023279	3.01E-04	3.916093	0.27114	0.684248	DAAM2	dishevelled associated activator of morphogenesis 2
A_24_P264611	0.023279	3.02E-04	-3.91438	0.26637	-0.9801805	ANKRD11	ankyrin repeat domain 11
A_23_P363778	0.023279	3.05E-04	3.911471	0.25826	1.152303	FRZB	frizzled-related protein
A_24_P801079	0.024308	3.23E-04	-3.893376	0.20791	-0.5797758		
A_23_P87853	0.024308	3.27E-04	3.889231	0.19639	0.6703588	TMCC3	transmembrane and coiled-coil domain family 3
A_24_P32849	0.024308	3.30E-04	3.885852	0.18701	0.9456504	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1-like 2
A_32_P156628	0.024308	3.38E-04	-3.878532	0.16669	-0.8701205		
A_24_P27513	0.024308	3.40E-04	3.876441	0.16089	0.7816031	CNTNAP4	contactin associated protein like 4
A_24_P93901	0.024308	3.40E-04	-3.876316	0.16054	-0.9593811	SIN3B	SIN3 transcription regulator family member B
A_24_P927650	0.024308	3.43E-04	3.873276	0.15211	0.7610981	VPS13C	vacuolar protein sorting 13 homolog C
A_24_P82848	0.024308	3.46E-04	-3.870664	0.14487	-0.7557158	ADAT3	"adenosine deaminase, tRNA specific 3"
A_24_P566916	0.024774	3.56E-04	3.861282	0.11887	0.9547454	NEAT1	nuclear paraspeckle assembly transcript 1 (non-protein coding)
A_23_P8913	0.024795	3.63E-04	3.854985	0.10145	0.8759549	CA2	carbonic anhydrase 2
A_23_P122615	0.024795	3.65E-04	3.853367	0.09697	0.8698549	PNISR	PNN interacting serine and arginine rich protein
A_23_P207493	0.024795	3.67E-04	3.851573	0.09201	0.8951386	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
A_24_P28739	0.026018	3.95E-04	3.827715	0.02613	0.7091311	CCDC88A	coiled-coil domain containing 88A
A_23_P313623	0.026018	3.95E-04	3.827535	0.02563	0.7252534	COBL	cordon-bleu WH2 repeat protein
A_23_P142407	0.026018	3.99E-04	-3.824213	0.01647	-0.5607917	ZNF101	zinc finger protein 101
A_24_P277934	0.026018	4.00E-04	3.823675	0.01499	0.8280762	COL1A2	collagen type I alpha 2 chain
A_24_P211229	0.026361	4.09E-04	-3.81603	-0.00607	-0.5705026	YIPF2	Yip1 domain family member 2
A_23_P27306	0.026361	4.12E-04	3.813448	-0.01318	0.8148013	COLEC12	collectin subfamily member 12
A_23_P208143	0.026397	4.17E-04	3.810077	-0.02246	0.6843454	ZNF397	zinc finger protein 397
A_23_P202881	0.026397	4.20E-04	3.807168	-0.03046	0.5333796	FEZ1	fasciculation and elongation protein zeta 1
A_23_P15285	0.02716	4.49E-04	-3.785387	-0.09028	-0.6349142	METTL22	methyltransferase like 22
A_23_P206612	0.02716	4.50E-04	-3.785152	-0.09092	-0.5577671	USP31	ubiquitin specific peptidase 31
A_24_P16214	0.02716	4.50E-04	3.784714	-0.09213	0.6103572	LINC00665	long intergenic non-protein coding RNA 665
A_23_P329261	0.02716	4.54E-04	3.781991	-0.09959	0.9570997	KCNJ2	potassium voltage-gated channel subfamily J member 2
A_23_P48109	0.02716	4.56E-04	3.780711	-0.1031	0.6651434	NINJ2	ninjurin 2
A_23_P115608	0.02716	4.58E-04	3.77901	-0.10776	0.7965526	ARHGAP21	Rho GTPase activating protein 21
A_23_P205646	0.02716	4.62E-04	3.775896	-0.11629	0.6684812	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
A_23_P353035	0.02716	4.63E-04	3.775397	-0.11766	0.7096832	IGFBP7	insulin like growth factor binding protein 7
A_24_P59667	0.027549	4.74E-04	-3.768018	-0.13786	-0.9947284	JAK3	Janus kinase 3
A_24_P652174	0.028066	4.87E-04	3.758977	-0.16259	0.8916858		
A_23_P72050	0.028066	4.90E-04	3.756556	-0.16921	0.6006354	PTK2	protein tyrosine kinase 2
A_23_P94921	0.029258	5.15E-04	3.740211	-0.21382	0.5786686	SLC20A2	solute carrier family 20 member 2
A_23_P204937	0.031001	5.50E-04	3.718481	-0.27298	0.64774	RGCC	regulator of cell cycle
A_23_P92727	0.031383	5.67E-04	3.708545	-0.29997	0.886617	RAI14	retinoic acid induced 14
A_24_P706312	0.031383	5.67E-04	3.708509	-0.30007	0.8752659	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
A_23_P45786	0.031383	5.71E-04	3.706645	-0.30513	1.0900202	COL9A2	collagen type IX alpha 2 chain
A_23_P89812	0.032485	5.95E-04	3.692659	-0.34306	0.5781708	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)
A_32_P176344	0.033948	6.30E-04	-3.673523	-0.39483	-0.905926		
A_32_P232559	0.033948	6.31E-04	3.672976	-0.39631	0.6503441	PRKCQ-AS1	PRKCQ antisense RNA 1
A_24_P339157	0.034723	6.52E-04	3.662587	-0.42435	0.5476277	IST1	"IST1, ESCRT-III associated factor"
A_32_P212903	0.034723	6.56E-04	-3.660472	-0.43006	-0.6778178		
A_32_P11262	0.035025	6.66E-04	3.655116	-0.4445	0.8422292		
A_24_P384539	0.037027	7.10E-04	3.634122	-0.50099	0.6069894		
A_32_P162338	0.03759	7.26E-04	-3.626636	-0.5211	-0.6040596	TPM3	tropomyosin 3
A_23_P97952	0.038047	7.40E-04	-3.620169	-0.53845	-0.7315759	FUOM	fucose mutarotase
A_23_P118581	0.038111	7.47E-04	-3.617185	-0.54645	-1.5781243	ASB16	ankyrin repeat and SOCS box containing 16
A_32_P203154	0.039857	7.86E-04	3.599792	-0.59301	0.6803774	RPL21	ribosomal protein L21
A_32_P45844	0.040218	7.99E-04	-3.594384	-0.60746	-1.1866917	SLC8A2	solute carrier family 8 member A2
A_23_P259692	0.040279	8.06E-04	3.591502	-0.61516	0.5744132	PSAT1	phosphoserine aminotransferase 1
A_23_P45831	0.041108	8.28E-04	3.582303	-0.63971	0.5003263	CHD1L	chromodomain helicase DNA binding protein 1 like
A_32_P9348	0.041451	8.41E-04	-3.577168	-0.6534	-0.9309227	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
A_23_P73058	0.041828	8.55E-04	-3.571804	-0.66769	-1.0946588	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1
A_23_P339095	0.042162	8.67E-04	3.566812	-0.68097	0.7818227	SPTBN1	"spectrin beta, non-erythrocytic 1"
A_32_P222695	0.042507	8.82E-04	3.561295	-0.69565	0.5561743	ARHGEF37	Rho guanine nucleotide exchange factor 37
A_32_P162760	0.042507	8.90E-04	-3.558371	-0.70342	-0.9817616		
A_23_P125495	0.042507	8.98E-04	-3.555114	-0.71207	-1.2879332	CDR1	cerebellar degeneration related protein 1
A_32_P179295	0.042507	8.99E-04	-3.554965	-0.71247	-0.7343568	CBR3-AS1	CBR3 antisense RNA 1
A_32_P159939	0.042699	9.09E-04	-3.551205	-0.72245	-0.592662		
A_23_P305711	0.043635	9.35E-04	3.541661	-0.74777	1.1184858	RYBP	RING1 and YY1 binding protein
A_32_P194874	0.043671	9.42E-04	-3.53917	-0.75437	-0.5363255		
A_23_P109427	0.04432	9.65E-04	3.530738	-0.77669	1.0106759	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)
A_23_P359245	0.04432	9.68E-04	-3.529793	-0.77919	-1.3136074	MET	"MET proto-oncogene, receptor tyrosine kinase"
A_32_P234996	0.044644	9.81E-04	-3.525156	-0.79146	-0.6098937		
A_23_P51646	0.045677	1.01E-03	-3.514007	-0.82091	-0.6443746	PLK3	polo like kinase 3
A_24_P381555	0.045677	1.02E-03	3.513091	-0.82333	0.8213929	SAP18	Sin3A associated protein 18
A_32_P155841	0.045728	1.02E-03	-3.510575	-0.82997	-0.8612009		
A_23_P331908	0.046018	1.04E-03	-3.50475	-0.84533	-0.4766128	PRDM11	PR/SET domain 11
A_23_P89710	0.046018	1.04E-03	3.504055	-0.84716	0.6209879	CEP192	centrosomal protein 192
A_23_P345118	0.046018	1.05E-03	-3.502096	-0.85232	-0.7781599	PIM1	"Pim-1 proto-oncogene, serine/threonine kinase"
A_23_P80032	0.046192	1.06E-03	-3.498724	-0.8612	-0.6569866	E2F1	E2F transcription factor 1
A_23_P127446	0.046271	1.07E-03	3.496065	-0.8682	0.5878033	DPF2	double PHD fingers 2
A_24_P391960	0.046541	1.08E-03	3.492026	-0.87883	0.8087497		
A_32_P223695	0.046619	1.09E-03	-3.489399	-0.88574	-0.6047513		
A_32_P64570	0.046796	1.10E-03	3.486069	-0.89449	0.5170636	KANK1	KN motif and ankyrin repeat domains 1
A_32_P22735	0.048218	1.14E-03	-3.473413	-0.92772	-0.5457454		
A_24_P917026	0.048218	1.15E-03	3.471482	-0.93278	0.8952055	NF1	neurofibromin 1
A_24_P381164	0.048218	1.16E-03	3.469821	-0.93714	0.7241695	TTC17	tetratricopeptide repeat domain 17
A_32_P234145	0.049027	1.18E-03	3.461936	-0.95779	0.8209096	SHC4	SHC adaptor protein 4
A_32_P98348	0.049027	1.19E-03	3.460154	-0.96245	0.6864284	ZNF525	zinc finger protein 525
A_32_P109532	0.049038	1.20E-03	-3.456791	-0.97125	-1.0805685		
A_23_P368558	0.049038	1.20E-03	3.456131	-0.97298	0.6184343	TMEM131	transmembrane protein 131
A_23_P62967	0.051124	1.26E-03	3.439934	-1.01529	0.556225	DISC1	disrupted in schizophrenia 1
A_23_P120048	0.051385	1.27E-03	3.436244	-1.02491	0.9021513	BAZ2B	bromodomain adjacent to zinc finger domain 2B
A_23_P203743	0.051732	1.29E-03	3.431998	-1.03597	0.6359604	GAB2	GRB2 associated binding protein 2
A_23_P210176	0.051944	1.30E-03	3.428667	-1.04465	0.7149063	ITGA6	integrin subunit alpha 6
A_23_P14708	0.052076	1.32E-03	3.424711	-1.05495	0.738486	ZNF280D	zinc finger protein 280D
A_23_P363406	0.052076	1.32E-03	3.423963	-1.05689	0.7298932	ANGEL1	angel homolog 1
A_24_P50567	0.05209	1.33E-03	3.421973	-1.06207	0.6367378		
A_23_P145074	0.052211	1.34E-03	3.41929	-1.06905	0.5506306	PNRC1	proline rich nuclear receptor coactivator 1
A_23_P255111	0.052473	1.36E-03	3.415224	-1.07961	0.6446596		
A_23_P114656	0.052473	1.36E-03	3.413816	-1.08327	0.4985569	HDAC1	histone deacetylase 1
A_24_P379649	0.052821	1.38E-03	3.409254	-1.09512	0.6442501	RPL23AP32	ribosomal protein L23a pseudogene 32
A_23_P212339	0.052821	1.38E-03	3.407836	-1.0988	0.7567219	FYCO1	FYVE and coiled-coil domain containing 1
A_24_P135801	0.053406	1.41E-03	3.402206	-1.1134	0.5756583		
A_24_P479510	0.054036	1.43E-03	3.396331	-1.12862	0.8897068		
A_24_P193582	0.054069	1.45E-03	-3.391752	-1.14048	-0.6691564	DEF8	differentially expressed in FDCP 8 homolog
A_23_P502879	0.054069	1.45E-03	3.39116	-1.14201	0.9915038	LPAR1	lysophosphatidic acid receptor 1
A_32_P36973	0.054069	1.46E-03	3.390672	-1.14327	1.3141149	LOC100507140	uncharacterized LOC100507140
A_23_P391778	0.054775	1.48E-03	3.384402	-1.15949	0.6194656	MACF1	microtubule-actin crosslinking factor 1
A_24_P208909	0.055157	1.50E-03	3.380122	-1.17054	0.8725347	TRIM2	tripartite motif containing 2
A_23_P204630	0.055157	1.51E-03	3.37843	-1.17491	0.9641095	NTN4	netrin 4
A_32_P143980	0.056688	1.57E-03	-3.364808	-1.21005	-0.7597359		
A_23_P356755	0.056688	1.57E-03	-3.363954	-1.21225	-0.5627766	CEBPG	CCAAT/enhancer binding protein gamma
A_24_P408424	0.056688	1.58E-03	3.362344	-1.21639	0.6974843	MYH9	"myosin, heavy chain 9, non-muscle"
A_24_P366457	0.056688	1.58E-03	3.361916	-1.2175	0.7764179		
A_24_P254133	0.057122	1.60E-03	-3.357539	-1.22876	-0.7653778	APC2	"APC2, WNT signaling pathway regulator"
A_23_P396328	0.058944	1.67E-03	3.343443	-1.26499	0.6946749	MPDZ	multiple PDZ domain crumbs cell polarity complex component
A_24_P345193	0.058944	1.67E-03	3.343196	-1.26562	0.7119925	SPEN	spen family transcriptional repressor
A_23_P208369	0.059392	1.69E-03	-3.338846	-1.27678	-0.7146092	ITPKC	inositol-trisphosphate 3-kinase C
A_23_P149847	0.059804	1.72E-03	3.333478	-1.29054	0.6295325	LZTS2	leucine zipper tumor suppressor 2
A_23_P127175	0.059804	1.72E-03	-3.333026	-1.2917	-0.6526898	SAR1A	secretion associated Ras related GTPase 1A
A_23_P32805	0.060073	1.74E-03	3.329085	-1.30179	0.5575765	GRID1	glutamate ionotropic receptor delta type subunit 1
A_32_P38228	0.060073	1.74E-03	3.328076	-1.30438	0.6596465		
A_24_P900721	0.060235	1.77E-03	-3.323895	-1.31508	-0.8996245		
A_23_P201816	0.060235	1.77E-03	3.323781	-1.31537	0.5278556	CEP350	centrosomal protein 350
A_32_P80089	0.060425	1.79E-03	3.319709	-1.32578	0.4850562	LOC283788	FSHD region gene 1 pseudogene
A_24_P170763	0.060425	1.79E-03	3.319354	-1.32669	0.581245	KHNYN	KH and NYN domain containing
A_23_P125624	0.060438	1.80E-03	-3.317626	-1.3311	-0.417732	ACOT9	acyl-CoA thioesterase 9
A_23_P203023	0.061688	1.86E-03	3.306521	-1.35945	0.7252079	RDX	radixin
A_24_P119745	0.061688	1.86E-03	3.306002	-1.36077	0.9278334	FN1	fibronectin 1
A_23_P78092	0.061688	1.86E-03	3.305579	-1.36185	0.6482143	EVI2A	ecotropic viral integration site 2A
A_23_P38770	0.061762	1.87E-03	3.303535	-1.36706	0.4835027	KDSR	3-ketodihydrosphingosine reductase
A_23_P134454	0.061869	1.88E-03	3.301308	-1.37274	0.6529558	CAV1	caveolin 1
A_32_P225667	0.061879	1.89E-03	-3.299344	-1.37774	-0.601974		
A_24_P403959	0.061879	1.90E-03	3.298038	-1.38107	0.7689646	RNASE1	"ribonuclease A family member 1, pancreatic"
A_32_P10123	0.062365	1.92E-03	-3.293705	-1.3921	-0.618267	FAM204A	family with sequence similarity 204 member A
A_24_P942493	0.062368	1.94E-03	3.290666	-1.39983	0.483193	WSCD1	WSC domain containing 1
A_32_P229965	0.062368	1.95E-03	-3.289185	-1.40359	-1.2085347		
A_24_P159837	0.062368	1.96E-03	3.288063	-1.40644	0.4634923		
A_23_P384024	0.062368	1.98E-03	3.28468	-1.41504	0.8968845	CCDC50	coiled-coil domain containing 50
A_32_P174398	0.062368	1.98E-03	3.284342	-1.4159	0.5974639	STRN	striatin
A_23_P383227	0.062368	1.98E-03	3.284241	-1.41616	0.7122506	S100A1	S100 calcium binding protein A1
A_24_P3140	0.062403	1.99E-03	3.282241	-1.42123	0.5360006	ZNF638	zinc finger protein 638
A_23_P369994	0.062403	2.00E-03	-3.279834	-1.42734	-0.9399425	DCLK1	doublecortin like kinase 1
A_23_P58647	0.062403	2.01E-03	3.279227	-1.42888	0.8545575	CTNNA1	catenin alpha 1
A_32_P114348	0.062403	2.01E-03	3.277879	-1.43231	0.7139743	RNF5	ring finger protein 5
A_23_P64689	0.062486	2.03E-03	3.274964	-1.4397	0.5597395	PAN2	PAN2 poly(A) specific ribonuclease subunit
A_23_P145054	0.062486	2.03E-03	3.27437	-1.44121	0.6832339	FAM162B	family with sequence similarity 162 member B
A_32_P116957	0.062833	2.05E-03	-3.270912	-1.44997	-0.7816625		
A_23_P211079	0.063029	2.07E-03	3.268137	-1.457	0.7102158	OLIG2	oligodendrocyte lineage transcription factor 2
A_24_P220454	0.063029	2.08E-03	3.266812	-1.46036	0.7276434	CUX1	cut like homeobox 1
A_23_P77360	0.063091	2.10E-03	-3.263797	-1.46799	-0.4262236	CIAO1	cytosolic iron-sulfur assembly component 1
A_23_P72503	0.063091	2.10E-03	3.263481	-1.46879	0.6838368	KLHL2	kelch like family member 2
A_23_P152028	0.063242	2.12E-03	3.259429	-1.47904	0.4191448	TRIP4	thyroid hormone receptor interactor 4
A_24_P83968	0.063242	2.14E-03	3.256408	-1.48667	1.0497137		
A_23_P311087	0.063242	2.14E-03	3.255986	-1.48774	0.5529682	ZNF281	zinc finger protein 281
A_32_P223456	0.063242	2.15E-03	-3.255328	-1.4894	-0.8283611	RPS9	ribosomal protein S9
A_32_P137391	0.063242	2.15E-03	3.25528	-1.48952	0.8125101	FAM181B	family with sequence similarity 181 member B
A_23_P254573	0.063667	2.17E-03	-3.251475	-1.49914	-0.4809106	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2
A_32_P146786	0.063781	2.18E-03	3.249396	-1.50438	0.6926741		
A_23_P8095	0.064743	2.23E-03	3.242685	-1.52131	0.8150328	RNF5	ring finger protein 5
A_32_P118372	0.064802	2.24E-03	3.240925	-1.52575	0.7305046	INTU	inturned planar cell polarity protein
A_24_P500621	0.065228	2.27E-03	3.236193	-1.53767	1.0376315	HIPK2	homeodomain interacting protein kinase 2
A_32_P222521	0.065228	2.27E-03	-3.235593	-1.53918	-0.7687907	RNF14	ring finger protein 14
A_23_P501822	0.065228	2.29E-03	3.23211	-1.54794	0.7009831	JUP	junction plakoglobin
A_23_P86838	0.065228	2.31E-03	-3.229963	-1.55334	-0.6170933	SLC36A4	solute carrier family 36 member 4
A_23_P359277	0.065228	2.31E-03	3.229752	-1.55388	0.7713055	ELOVL7	ELOVL fatty acid elongase 7
A_24_P286054	0.065228	2.32E-03	3.227604	-1.55927	0.7668493	ZFYVE16	zinc finger FYVE-type containing 16
A_23_P8482	0.065228	2.32E-03	3.227435	-1.5597	0.5622716	7-Sep	septin 7
A_24_P913961	0.065228	2.33E-03	3.226952	-1.56091	0.7920868		
A_32_P168202	0.065228	2.33E-03	3.225897	-1.56357	0.7131832	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1-like 2
A_24_P307785	0.065914	2.37E-03	3.220815	-1.57633	0.4845607	RPAIN	RPA interacting protein
A_32_P188193	0.066105	2.38E-03	3.218415	-1.58236	0.5369433		
A_24_P230907	0.06618	2.40E-03	-3.216132	-1.58808	-0.673053	FAM149B1	family with sequence similarity 149 member B1
