ID	adj.P.Val	P.Value	t	B	logFC	Gene	Gene.title
GI_32699014-S	2.83E-20	9.06E-23	10.51496	40.98197	0.84439	ZNF454	zinc finger protein 454
GI_25168266-A	2.99E-20	9.90E-23	10.50395	40.89399	0.9067396	SGK3	serum/glucocorticoid regulated kinase family member 3
GI_21361575-S	3.01E-20	1.03E-22	-10.49879	40.85276	-0.4236005	ZCCHC17	zinc finger CCHC-type containing 17
GI_37547175-S	3.95E-20	1.40E-22	10.46123	40.55309	0.4093569	DSTYK	dual serine/threonine and tyrosine protein kinase
GI_7706334-S	4.42E-20	1.62E-22	10.44338	40.41086	0.6438714	TMBIM4	transmembrane BAX inhibitor motif containing 4
GI_13376368-S	4.60E-20	1.74E-22	-10.43452	40.34036	-0.3247883	ATAT1	alpha tubulin acetyltransferase 1
GI_31543180-S	4.87E-20	1.90E-22	-10.42356	40.25308	-0.8356835	PCYOX1L	prenylcysteine oxidase 1 like
GI_22035587-A	5.19E-20	2.09E-22	-10.41211	40.16206	-1.0382589	MRPL24	mitochondrial ribosomal protein L24
GI_34147701-S	5.92E-20	2.51E-22	10.38955	39.98282	0.700711	C2orf15	chromosome 2 open reading frame 15
GI_21536370-S	5.92E-20	2.57E-22	10.38658	39.95917	0.7927863	TEP1	telomerase associated protein 1
GI_37543779-S	5.92E-20	2.59E-22	-10.38537	39.94957	-0.6102285		
GI_40255146-S	5.97E-20	2.69E-22	10.38098	39.91475	0.8187445	GPR155	G protein-coupled receptor 155
GI_5803097-S	6.62E-20	3.08E-22	10.36395	39.77961	0.5592111	KAT6A	lysine acetyltransferase 6A
GI_4502860-S	6.62E-20	3.13E-22	-10.36196	39.76384	-0.4188991	AP3S1	adaptor related protein complex 3 sigma 1 subunit
GI_5729919-S	7.09E-20	3.48E-22	-10.34912	39.66206	-0.5579002	ME3	malic enzyme 3
GI_23510444-S	7.09E-20	3.52E-22	10.34743	39.64865	0.9195742	TNFSF15	tumor necrosis factor superfamily member 15
GI_4505248-S	7.24E-20	3.68E-22	10.34194	39.60514	0.5611105	MSH3	mutS homolog 3
GI_32307116-A	8.68E-20	4.52E-22	-10.31665	39.40498	-0.5163128	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta
GI_40317630-S	1.13E-19	6.01E-22	10.28125	39.12514	0.4318565	ZHX3	zinc fingers and homeoboxes 3
GI_41281884-S	1.23E-19	6.81E-22	-10.26574	39.00274	-0.2855957	UQCR10	"ubiquinol-cytochrome c reductase, complex III subunit X"
GI_14249445-S	1.23E-19	6.87E-22	10.26465	38.9941	0.7470493	CBR4	carbonyl reductase 4
GI_40255010-S	1.29E-19	7.33E-22	10.25649	38.92979	0.6219019	SLC35E1	solute carrier family 35 member E1
GI_32698850-S	1.29E-19	7.49E-22	10.25393	38.90956	0.8181189	MAGEB10	MAGE family member B10
GI_4507728-S	1.43E-19	8.49E-22	-10.23829	38.78633	-0.8340851	TUBB2A	tubulin beta 2A class IIa
GI_4502484-S	1.48E-19	8.92E-22	-10.23216	38.73802	-0.5024381	MPPED2	metallophosphoesterase domain containing 2
GI_38327629-A	1.71E-19	1.07E-21	10.20963	38.56069	0.6158359		
GI_31982918-S	1.71E-19	1.07E-21	10.20899	38.55569	0.7272538	ZNF430	zinc finger protein 430
GI_31442419-S	2.01E-19	1.29E-21	10.18637	38.3778	0.75846	SHROOM1	shroom family member 1
GI_32481208-A	2.14E-19	1.39E-21	10.17638	38.29935	0.6015732	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
GI_18641367-A	2.45E-19	1.62E-21	10.15747	38.15095	0.5354156	MXI1	"MAX interactor 1, dimerization protein"
GI_40255110-S	2.52E-19	1.70E-21	10.1516	38.10492	0.8605346	C5orf24	chromosome 5 open reading frame 24
GI_34222193-S	2.82E-19	1.95E-21	10.13462	37.97185	0.700231	GNL3L	G protein nucleolar 3 like
GI_22749374-S	2.82E-19	1.97E-21	10.13307	37.95968	0.8546776		
GI_23097273-S	2.85E-19	2.02E-21	-10.12996	37.93531	-0.9059891	TMEM130	transmembrane protein 130
GI_6005967-S	2.94E-19	2.12E-21	10.1237	37.88635	0.6502907	VEZF1	vascular endothelial zinc finger 1
GI_4826967-S	3.38E-19	2.48E-21	10.10412	37.73312	0.6474729		
GI_42659497-S	3.41E-19	2.54E-21	10.10108	37.70933	1.0177657		
GI_31341691-S	4.55E-19	3.47E-21	-10.06212	37.40501	-0.5833795	MORN4	MORN repeat containing 4
GI_7706484-S	4.55E-19	3.50E-21	-10.06098	37.39612	-0.408429	TRAP1	TNF receptor associated protein 1
GI_31377625-S	4.57E-19	3.57E-21	10.05849	37.37665	0.6280885	DUSP19	dual specificity phosphatase 19
GI_24371267-S	4.57E-19	3.62E-21	-10.05668	37.36254	-0.7616296	NAP1L5	nucleosome assembly protein 1 like 5
GI_22202613-I	5.06E-19	4.10E-21	10.04107	37.24081	0.671151		
GI_33469967-A	5.06E-19	4.14E-21	10.04006	37.23295	0.6982096	MCM7	minichromosome maintenance complex component 7
GI_42516568-S	5.30E-19	4.39E-21	10.03264	37.17518	0.8177828	TRIP10	thyroid hormone receptor interactor 10
GI_41281388-S	5.57E-19	4.68E-21	-10.0244	37.11102	-0.5398509	NRCAM	neuronal cell adhesion molecule
GI_17149840-A	5.80E-19	5.00E-21	-10.01613	37.0466	-0.6520495	FKBP1B	FK506 binding protein 1B
GI_30260186-A	5.80E-19	5.01E-21	-10.01599	37.0455	-0.584207	ATPIF1	ATPase inhibitory factor 1
GI_40255185-S	6.47E-19	5.72E-21	-9.99916	36.91457	-0.5021176	CES4A	carboxylesterase 4A
GI_18765737-A	6.47E-19	5.74E-21	9.99878	36.91164	0.5234234	SMG1	"SMG1, nonsense mediated mRNA decay associated PI3K related kinase"
GI_40353762-S	7.06E-19	6.35E-21	-9.98598	36.81217	-0.52889	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)
GI_40549398-S	7.39E-19	6.73E-21	-9.97866	36.75533	-0.384377	CHMP4B	charged multivesicular body protein 4B
GI_37545911-S	7.43E-19	6.86E-21	9.9763	36.73699	0.7302667		
GI_41055004-S	7.96E-19	7.44E-21	9.96595	36.65661	0.5625501	TTC17	tetratricopeptide repeat domain 17
GI_19743835-S	1.20E-18	1.13E-20	-9.91293	36.24573	-0.6956441	TARBP1	TAR (HIV-1) RNA binding protein 1
GI_24432073-S	1.36E-18	1.31E-20	-9.89457	36.10376	-0.3897054	KLHDC9	kelch domain containing 9
GI_24234682-S	1.52E-18	1.47E-20	-9.87938	35.98644	-0.5796687	USP11	ubiquitin specific peptidase 11
GI_27777635-S	1.52E-18	1.51E-20	9.87662	35.96509	0.4955907	TCF3	transcription factor 3
GI_31742514-A	1.52E-18	1.51E-20	9.876	35.96032	0.8393239	FXN	frataxin
GI_5031666-S	1.54E-18	1.55E-20	-9.873	35.9372	-0.5214392	DNAL4	dynein axonemal light chain 4
GI_11496238-S	1.76E-18	1.80E-20	9.85436	35.79338	0.4711745	RELA	"RELA proto-oncogene, NF-kB subunit"
GI_29744077-S	1.80E-18	1.86E-20	-9.84969	35.7574	-1.0144163	BEX5	brain expressed X-linked 5
GI_7706750-S	1.80E-18	1.89E-20	-9.84773	35.74224	-0.3932231	TUBG2	tubulin gamma 2
GI_45238856-S	1.80E-18	1.89E-20	-9.84759	35.74115	-0.8586978	GPRASP2	G protein-coupled receptor associated sorting protein 2
GI_34222125-S	2.46E-18	2.62E-20	-9.80646	35.42455	-0.4933258	RWDD2A	RWD domain containing 2A
GI_37547509-S	2.59E-18	2.80E-20	-9.79782	35.35808	-0.5081366		
GI_8922676-S	2.59E-18	2.82E-20	9.79666	35.34918	0.8627719	COA1	cytochrome c oxidase assembly factor 1 homolog
GI_32455242-S	2.81E-18	3.09E-20	-9.78516	35.26086	-0.3240947	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha
GI_33519467-S	2.89E-18	3.24E-20	-9.77932	35.21604	-0.4475763	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5
GI_5453713-S	2.89E-18	3.25E-20	9.77875	35.21166	0.5476433	PDLIM5	PDZ and LIM domain 5
GI_37577134-S	3.02E-18	3.43E-20	-9.77185	35.15869	-0.7995381	UBE2N	ubiquitin conjugating enzyme E2 N
GI_7662107-S	3.42E-18	3.93E-20	-9.75439	35.02476	-0.5302067	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
GI_7657350-S	3.59E-18	4.17E-20	-9.74697	34.96792	-0.4094304	MYBBP1A	MYB binding protein 1a
GI_6912393-S	4.24E-18	5.01E-20	-9.72335	34.78705	-0.5243181	GNG3	G protein subunit gamma 3
GI_21265077-S	4.24E-18	5.02E-20	-9.72317	34.78569	-0.4479325	MRPL15	mitochondrial ribosomal protein L15
GI_4503814-S	4.31E-18	5.20E-20	9.7187	34.75148	0.6014804	FUT6	fucosyltransferase 6
GI_31543651-S	4.31E-18	5.20E-20	9.71857	34.75049	0.4228338	SPOP	speckle type BTB/POZ protein
GI_22062991-S	4.32E-18	5.27E-20	-9.71684	34.73729	-0.6783857		
GI_20070291-S	4.39E-18	5.40E-20	9.71379	34.71392	0.6964558	CHST12	carbohydrate (chondroitin 4) sulfotransferase 12
GI_37594440-S	4.47E-18	5.56E-20	9.71001	34.68504	0.7241386	ZNF136	zinc finger protein 136
GI_22219459-A	5.02E-18	6.30E-20	9.69395	34.56227	0.6764199	CREB1	cAMP responsive element binding protein 1
GI_18860830-A	5.12E-18	6.52E-20	-9.68962	34.52927	-0.6465459	OPA1	"OPA1, mitochondrial dynamin like GTPase"
GI_21166356-S	5.12E-18	6.54E-20	-9.68913	34.52546	-0.3539975	LETMD1	LETM1 domain containing 1
GI_34222336-S	6.28E-18	8.13E-20	-9.66123	34.31262	-0.5837911	C3orf14	chromosome 3 open reading frame 14
GI_33186900-S	6.28E-18	8.18E-20	9.66046	34.30677	0.9595818	FAM101B	family with sequence similarity 101 member B
GI_13259542-A	7.12E-18	9.36E-20	-9.64316	34.17497	-0.3676992		
GI_24308228-S	7.17E-18	9.50E-20	-9.64116	34.15975	-0.5414694	PACSIN1	protein kinase C and casein kinase substrate in neurons 1
GI_19923329-S	7.78E-18	1.04E-19	9.62943	34.07048	0.4615761	CTDSP2	CTD small phosphatase 2
GI_29029562-A	8.02E-18	1.08E-19	9.62447	34.03272	0.6891117	THEM4	thioesterase superfamily member 4
GI_19923461-S	8.16E-18	1.11E-19	9.6211	34.00713	0.3981367	PHF21A	PHD finger protein 21A
GI_10092618-S	9.05E-18	1.24E-19	9.60662	33.89706	0.5566743	NFKBIA	NFKB inhibitor alpha
GI_14456712-S	9.66E-18	1.34E-19	-9.59706	33.82447	-0.9588831	HBQ1	hemoglobin subunit theta 1
GI_28558997-A	1.03E-17	1.44E-19	9.58798	33.75549	0.4383757		
GI_10800415-S	1.04E-17	1.47E-19	-9.58447	33.72886	-1.0926796	SCG2	secretogranin II
GI_38045885-A	1.04E-17	1.48E-19	-9.58417	33.72662	-0.5151045	CSMD3	CUB and Sushi multiple domains 3
GI_21314691-S	1.07E-17	1.53E-19	-9.57946	33.69088	-0.8316426	PRMT8	protein arginine methyltransferase 8
GI_16945969-I	1.10E-17	1.59E-19	-9.57474	33.65508	-0.3647383	PSIP1	PC4 and SFRS1 interacting protein 1
GI_30410709-S	1.26E-17	1.84E-19	-9.55617	33.51436	-0.5561482	EXOC6	exocyst complex component 6
GI_42657584-S	1.29E-17	1.90E-19	-9.5517	33.48056	-0.4105192	KIAA0319	KIAA0319
GI_4505686-S	1.36E-17	2.01E-19	-9.5443	33.42449	-0.4198023	PDHB	pyruvate dehydrogenase (lipoamide) beta
GI_13376622-S	1.37E-17	2.05E-19	-9.54204	33.40739	-0.4720481	THOC7	THO complex 7
GI_21450801-S	1.39E-17	2.09E-19	-9.53942	33.38762	-0.5884127	UBLCP1	ubiquitin like domain containing CTD phosphatase 1
GI_40254954-S	1.50E-17	2.27E-19	9.52879	33.3072	0.7466872		
GI_31083052-S	1.52E-17	2.31E-19	9.52622	33.28773	1.2856824	CLN8	"ceroid-lipofuscinosis, neuronal 8"
GI_16306581-S	1.55E-17	2.39E-19	-9.52208	33.25644	-0.9688494	FBXL2	F-box and leucine rich repeat protein 2
GI_11321616-S	1.56E-17	2.42E-19	-9.52051	33.24464	-0.4449457	DPYSL4	dihydropyrimidinase like 4
GI_20149567-S	1.56E-17	2.43E-19	-9.51985	33.23959	-0.2709214	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
GI_5730016-S	1.59E-17	2.52E-19	-9.51504	33.20324	-0.4943912	RPP40	ribonuclease P/MRP subunit p40
GI_37546229-S	1.59E-17	2.52E-19	-9.51492	33.20234	-0.4391698	BEX4	brain expressed X-linked 4
GI_4758605-S	1.63E-17	2.61E-19	9.51051	33.16909	0.2226198	ILK	integrin linked kinase
GI_40255250-S	1.68E-17	2.71E-19	-9.50572	33.13293	-0.4687843	FAM131A	family with sequence similarity 131 member A
GI_24850132-S	1.73E-17	2.81E-19	9.50107	33.0978	0.7403073	PIAS4	protein inhibitor of activated STAT 4
GI_42660551-S	1.86E-17	3.05E-19	9.49054	33.01834	0.673236		
GI_5729936-S	1.94E-17	3.21E-19	-9.48351	32.96533	-0.6782698	MTX2	metaxin 2
GI_13376553-S	1.94E-17	3.22E-19	9.48325	32.96337	0.614569		
GI_40255103-S	2.14E-17	3.58E-19	9.46964	32.8608	0.6192461	ANKLE1	ankyrin repeat and LEM domain containing 1
GI_21359926-S	2.16E-17	3.62E-19	-9.46791	32.84777	-0.6561737	AGK	acylglycerol kinase
GI_34147448-S	2.16E-17	3.65E-19	-9.46707	32.84147	-0.6363639	RTN4IP1	reticulon 4 interacting protein 1
GI_31377808-S	2.16E-17	3.69E-19	-9.46574	32.83142	-1.0481356	PRKCG	protein kinase C gamma
GI_24475733-S	2.21E-17	3.79E-19	9.46206	32.80377	0.476018	CASC3	cancer susceptibility candidate 3
GI_14249309-S	2.41E-17	4.16E-19	9.45003	32.7132	0.459489		
GI_22748680-S	2.44E-17	4.25E-19	9.4471	32.69115	0.8052504		
GI_23111022-S	2.52E-17	4.41E-19	-9.44247	32.65637	-0.8355864	SNX10	sorting nexin 10
GI_4503180-S	2.79E-17	4.91E-19	-9.42826	32.54952	-0.3895378		
GI_23503286-S	2.88E-17	5.12E-19	9.42295	32.50966	0.6079456	ZNF791	zinc finger protein 791
GI_5174736-S	2.92E-17	5.23E-19	-9.42025	32.48939	-0.701052	TUBB3	tubulin beta 3 class III
GI_19923431-S	3.38E-17	6.08E-19	-9.40036	32.34015	-0.6010417	CCDC113	coiled-coil domain containing 113
GI_17402870-I	3.49E-17	6.32E-19	-9.39539	32.30283	-0.5339515	BCCIP	BRCA2 and CDKN1A interacting protein
GI_19923854-S	3.65E-17	6.65E-19	9.3888	32.25348	0.5368125	SYAP1	synapse associated protein 1
GI_9257200-S	4.29E-17	7.86E-19	-9.36681	32.08884	-0.7814957	CALY	calcyon neuron specific vesicular protein
GI_12232430-S	4.75E-17	8.77E-19	9.35246	31.9815	0.8428148	C11orf1	chromosome 11 open reading frame 1
GI_4506374-S	4.86E-17	9.07E-19	9.34809	31.94881	0.71702	RAB29	"RAB29, member RAS oncogene family"
GI_7705343-S	4.86E-17	9.08E-19	9.34796	31.94782	0.7631166	POLK	DNA polymerase kappa
GI_22095338-S	4.88E-17	9.18E-19	-9.3466	31.93769	-0.4669068	PGK1	phosphoglycerate kinase 1
GI_6912273-S	4.91E-17	9.30E-19	-9.34489	31.92487	-0.4261643	TMEM59L	transmembrane protein 59 like
GI_37221178-S	5.03E-17	9.58E-19	9.34089	31.89501	0.7123164	KANK2	KN motif and ankyrin repeat domains 2
GI_7662501-S	5.05E-17	9.69E-19	-9.3395	31.88461	-0.5800031	MCTS1	"MCTS1, re-initiation and release factor"
GI_22748772-S	5.17E-17	9.97E-19	9.33576	31.85667	0.7860712	ZNF440	zinc finger protein 440
GI_7705420-S	5.29E-17	1.03E-18	9.33183	31.82735	0.5176592	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7
GI_40806165-A	6.00E-17	1.17E-18	-9.31451	31.6981	-0.2846977	UBE2V1	ubiquitin conjugating enzyme E2 V1
GI_4759181-S	7.16E-17	1.41E-18	-9.29043	31.51871	-0.5381175	STX1A	syntaxin 1A
GI_6995999-S	7.91E-17	1.56E-18	-9.27659	31.4157	-0.4879334	ARF5	ADP ribosylation factor 5
GI_34147356-S	7.92E-17	1.58E-18	-9.27558	31.40819	-0.6846436	DDA1	DET1 and DDB1 associated 1
GI_8923109-S	8.05E-17	1.61E-18	9.27274	31.38704	0.7724525	NDE1	nudE neurodevelopment protein 1
GI_21495177-S	8.60E-17	1.74E-18	9.26266	31.31209	0.7156751	FAM200A	family with sequence similarity 200 member A
GI_37549342-S	8.60E-17	1.74E-18	-9.26242	31.31032	-0.8453571	SLC39A10	solute carrier family 39 member 10
GI_14249537-S	9.95E-17	2.03E-18	9.24248	31.16226	0.7733484	ORAI2	ORAI calcium release-activated calcium modulator 2
GI_5360207-A	1.01E-16	2.07E-18	-9.23977	31.14212	-0.5860555	IDS	iduronate 2-sulfatase
GI_34878876-S	1.01E-16	2.09E-18	-9.23845	31.13236	-0.8280994	NRN1	neuritin 1
GI_19743876-S	1.02E-16	2.11E-18	9.23702	31.1217	0.5234987	RFX1	regulatory factor X1
GI_11968040-S	1.03E-16	2.14E-18	9.23503	31.10699	0.5417541	DCLRE1C	DNA cross-link repair 1C
GI_33695108-S	1.04E-16	2.17E-18	-9.23339	31.09477	-0.3207838	RABEPK	Rab9 effector protein with kelch motifs
GI_21264595-A	1.05E-16	2.21E-18	9.23082	31.07574	0.5124971	ARAP1	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
GI_37543806-S	1.09E-16	2.30E-18	-9.22546	31.03602	-0.8744218		
GI_30090001-A	1.12E-16	2.39E-18	-9.22052	30.9994	-0.534677	ACP1	"acid phosphatase 1, soluble"
GI_32528298-S	1.15E-16	2.46E-18	9.21683	30.97205	0.5545739	XIAP	X-linked inhibitor of apoptosis
GI_4826969-S	1.16E-16	2.51E-18	9.21432	30.95343	0.6840376	RBBP5	"RB binding protein 5, histone lysine methyltransferase complex subunit"
GI_30149009-S	1.20E-16	2.61E-18	-9.20903	30.91424	-0.4478744		
GI_21362111-S	1.21E-16	2.63E-18	-9.20775	30.90477	-0.5246317	LMBR1	limb development membrane protein 1
GI_42560238-S	1.25E-16	2.73E-18	-9.20306	30.87006	-0.5822675	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1
GI_31377778-S	1.30E-16	2.86E-18	9.19701	30.82531	0.4818416	STK38	serine/threonine kinase 38
GI_27532983-A	1.30E-16	2.88E-18	-9.19586	30.8168	-0.5871793	PIAS2	protein inhibitor of activated STAT 2
GI_5360215-I	1.30E-16	2.90E-18	-9.19519	30.81184	-0.5696385	IDS	iduronate 2-sulfatase
GI_38605732-I	1.31E-16	2.92E-18	9.19404	30.80332	0.8007324	NUP43	nucleoporin 43
GI_32455270-S	1.34E-16	3.01E-18	9.19016	30.77461	0.4294656	POMT2	protein O-mannosyltransferase 2
GI_4505398-S	1.46E-16	3.29E-18	-9.17814	30.68572	-0.4544285	NIPSNAP1	nipsnap homolog 1 (C. elegans)
GI_32813446-S	1.49E-16	3.40E-18	9.17411	30.65595	0.6185277	RGPD4	RANBP2-like and GRIP domain containing 4
GI_38261964-I	1.57E-16	3.59E-18	-9.1668	30.60199	-1.0440226	ARPP21	cAMP regulated phosphoprotein 21
GI_40807470-S	1.62E-16	3.71E-18	9.16225	30.56836	0.6103538	TTF2	transcription termination factor 2
GI_31377547-S	1.62E-16	3.73E-18	-9.16174	30.56463	-1.0975482	PGM2L1	phosphoglucomutase 2 like 1
GI_20665033-A	1.75E-16	4.05E-18	9.15067	30.48291	0.6970328	TNXB	tenascin XB
GI_19913437-S	1.75E-16	4.07E-18	-9.15009	30.47866	-0.5022405	ATP6V1D	ATPase H+ transporting V1 subunit D
GI_15147227-S	1.87E-16	4.38E-18	-9.14047	30.40769	-0.7203473	BEX1	brain expressed X-linked 1
GI_18496982-S	1.90E-16	4.46E-18	-9.1378	30.38805	-0.362765	CLIP3	CAP-Gly domain containing linker protein 3
GI_9945438-S	1.94E-16	4.62E-18	-9.13332	30.35501	-0.5825066	5-Sep	septin 5
GI_38570137-S	1.94E-16	4.63E-18	-9.13308	30.35327	-0.3115997	ALKBH6	alkB homolog 6
GI_31982913-S	2.03E-16	4.85E-18	-9.1267	30.3063	-0.4903877	WDR54	WD repeat domain 54
GI_5174578-S	2.11E-16	5.07E-18	9.12088	30.26346	0.6725211	FOXO4	forkhead box O4
GI_37552328-S	2.14E-16	5.20E-18	-9.11763	30.2395	-0.7090777		
GI_21361550-S	2.14E-16	5.20E-18	9.11741	30.2379	0.5772003	SLC4A2	solute carrier family 4 member 2
GI_31343610-S	2.17E-16	5.29E-18	9.11534	30.22263	0.7079076	SWSAP1	SWIM-type zinc finger 7 associated protein 1
GI_7662053-S	2.22E-16	5.44E-18	-9.11163	30.19537	-0.4559419	KIAA0319	KIAA0319
GI_41872630-S	2.27E-16	5.58E-18	-9.10816	30.1698	-0.4894546	FASN	fatty acid synthase
GI_31563517-A	2.59E-16	6.41E-18	-9.08955	30.03306	-0.3169517	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
GI_29171751-I	2.73E-16	6.79E-18	9.08188	29.97672	0.3284921	PPFIA1	PTPRF interacting protein alpha 1
GI_4758955-S	2.80E-16	7.00E-18	-9.07788	29.94738	-0.3897587	TSPOAP1	TSPO associated protein 1
GI_41393611-A	2.83E-16	7.11E-18	-9.07584	29.93237	-0.5527111	RTN3	reticulon 3
GI_20357594-S	2.88E-16	7.27E-18	9.07289	29.91076	0.8665542	GLTP	glycolipid transfer protein
GI_30581166-S	2.89E-16	7.31E-18	-9.07216	29.90537	-0.4173623	GSS	glutathione synthetase
GI_16306540-S	2.95E-16	7.51E-18	-9.06859	29.87917	-0.6469981	CDH9	cadherin 9
GI_29837647-S	3.10E-16	7.92E-18	-9.06141	29.82654	-0.5766003	CYP4X1	cytochrome P450 family 4 subfamily X member 1
GI_4507112-S	3.32E-16	8.52E-18	-9.05165	29.75504	-0.6826784	SNCG	synuclein gamma
GI_31543290-S	3.50E-16	9.03E-18	-9.04384	29.69785	-0.3979441	NIT2	nitrilase family member 2
GI_19923501-S	3.58E-16	9.28E-18	9.04028	29.67175	0.3267785	GATAD2A	GATA zinc finger domain containing 2A
GI_5901913-S	3.80E-16	9.89E-18	-9.03174	29.6093	-0.7837686	RAPGEF4	Rap guanine nucleotide exchange factor 4
GI_40316940-S	4.05E-16	1.06E-17	-9.02245	29.5413	-0.3337903	AIG1	androgen induced 1
GI_5453759-S	4.15E-16	1.09E-17	-9.01871	29.51396	-0.2377513	NEDD8	"neural precursor cell expressed, developmentally down-regulated 8"
GI_45333897-S	4.18E-16	1.10E-17	9.01696	29.5012	0.848336	FAM43A	family with sequence similarity 43 member A
GI_4758689-S	4.27E-16	1.13E-17	9.01365	29.477	0.7663475	LRRFIP1	LRR binding FLII interacting protein 1
GI_14149711-S	4.41E-16	1.17E-17	9.00879	29.44153	0.7112403	C1QTNF5	C1q and tumor necrosis factor related protein 5
GI_28872807-S	4.48E-16	1.20E-17	-9.00609	29.42182	-0.8753735	GAP43	growth associated protein 43
GI_8923113-S	4.71E-16	1.27E-17	-8.99868	29.36772	-0.4104074	OTUB1	"OTU deubiquitinase, ubiquitin aldehyde binding 1"
GI_7657479-S	5.36E-16	1.45E-17	-8.98071	29.23658	-0.4747496	GHITM	growth hormone inducible transmembrane protein
GI_30102943-S	5.42E-16	1.47E-17	-8.9788	29.22268	-0.3474517	PPIAL4A	peptidylprolyl isomerase A like 4A
GI_12597656-S	6.03E-16	1.64E-17	-8.96373	29.11289	-0.7828372	REEP1	receptor accessory protein 1
GI_4506338-S	6.14E-16	1.68E-17	-8.9607	29.09086	-0.3933027	PEX19	peroxisomal biogenesis factor 19
GI_28395048-S	6.40E-16	1.76E-17	-8.95466	29.04688	-0.748131	COX18	"COX18, cytochrome c oxidase assembly factor"
GI_7705776-S	6.77E-16	1.87E-17	-8.94639	28.98674	-0.4379828	MECR	mitochondrial trans-2-enoyl-CoA reductase
GI_6857817-S	7.19E-16	1.99E-17	-8.93781	28.92435	-0.5070958	NPM3	nucleophosmin/nucleoplasmin 3
GI_24431968-S	7.20E-16	2.00E-17	-8.93705	28.91887	-0.5441534	OLA1	Obg-like ATPase 1
GI_26051226-I	7.84E-16	2.19E-17	8.92488	28.83046	0.5303985		
GI_19743870-I	8.18E-16	2.29E-17	8.91872	28.78575	0.7450917		
GI_34305454-S	8.36E-16	2.36E-17	8.91513	28.75963	0.3298037	GCC1	GRIP and coiled-coil domain containing 1
