ID	adj.P.Val	P.Value	t	B	logFC	Gene	Gene.title
39242_at	3.58E-06	8.22E-09	-8.5983572	10.344069	-2.83684179	SYT5	synaptotagmin 5
39616_at	4.43E-06	1.05E-08	-8.4838417	10.107846	-4.06556675	PTGER3	prostaglandin E receptor 3
37782_at	4.63E-06	1.14E-08	-8.4479187	10.03335	-8.66852599	SST	somatostatin
1018_at	5.13E-06	1.30E-08	-8.3859751	9.904452	-2.95706855	WNT10B	Wnt family member 10B
139_at	5.28E-06	1.38E-08	-8.3581982	9.846469	-2.34079964	DLGAP1	DLG associated protein 1
36740_at	5.95E-06	1.60E-08	-8.2899855	9.703602	-3.79194159	DOC2A	double C2 domain alpha
31901_at	7.34E-06	2.07E-08	-8.1724562	9.455853	-7.14501146	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
41009_at	7.34E-06	2.09E-08	-8.1677814	9.445957	-4.41696757	ANO3	anoctamin 3
37533_r_at	7.38E-06	2.19E-08	-8.1481854	9.40444	-3.33374908	TTC9	tetratricopeptide repeat domain 9
36842_at	7.38E-06	2.22E-08	-8.1405841	9.388321	-5.22667322	ERC2	ELKS/RAB6-interacting/CAST family member 2
38594_i_at	7.76E-06	2.40E-08	-8.1063262	9.315569	-1.67005905	CEP170B	centrosomal protein 170B
35030_i_at	7.79E-06	2.55E-08	-8.0790091	9.257434	-3.81407268	FRMPD4	FERM and PDZ domain containing 4
35880_at	7.79E-06	2.55E-08	-8.0783821	9.256099	-1.83558745	KIF5A	kinesin family member 5A
36748_at	7.79E-06	2.59E-08	-8.0711437	9.240676	-7.96622544	SYN2	synapsin II
916_at	9.56E-06	3.25E-08	-7.9682358	9.020585	-3.04490439	PTPRN	"protein tyrosine phosphatase, receptor type N"
39589_at	9.91E-06	3.45E-08	-7.9417928	8.963783	-3.89141346	KIAA0319	KIAA0319
40380_at	1.05E-05	3.74E-08	-7.9063451	8.887479	-1.58795468	ELAVL4	ELAV like neuron-specific RNA binding protein 4
36764_at	1.24E-05	4.51E-08	-7.822043	8.705285	-3.62840605	CACNG3	calcium voltage-gated channel auxiliary subunit gamma 3
33567_at	1.26E-05	4.69E-08	-7.8051698	8.668695	-1.77766314	VIP	vasoactive intestinal peptide
40593_at	1.38E-05	5.26E-08	7.7535714	8.55655	2.57672777	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1
37112_at	1.38E-05	5.36E-08	-7.7457545	8.539527	-3.80270988	FAM65B	family with sequence similarity 65 member B
37118_at	1.42E-05	5.62E-08	-7.724494	8.493185	-4.21676994	RFPL1S	RFPL1 antisense RNA 1
35954_at	1.69E-05	6.85E-08	-7.6374129	8.302693	-8.22657885	PDYN	prodynorphin
36559_g_at	1.80E-05	7.41E-08	-7.6027452	8.226556	-3.348093	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
32932_at	1.82E-05	7.65E-08	-7.5886622	8.195578	-3.71689089	PTPN20	"protein tyrosine phosphatase, non-receptor type 20"
288_s_at	1.84E-05	7.85E-08	7.5771144	8.170156	1.89375902	LBR	lamin B receptor
34408_at	1.86E-05	8.09E-08	-7.5642016	8.141706	-2.00196111	RTN2	reticulon 2
41356_at	1.86E-05	8.27E-08	-7.5545837	8.1205	-5.78815615	BCL11A	B-cell CLL/lymphoma 11A
39736_at	1.94E-05	8.76E-08	-7.5290214	8.064076	-6.29730837	CDC42	cell division cycle 42
1679_at	1.94E-05	8.93E-08	-7.5206666	8.045614	-3.54750603	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit
40730_at	1.96E-05	9.31E-08	-7.5025044	8.005447	-2.21374822	PNOC	prepronociceptin
32420_at	1.96E-05	9.33E-08	-7.501392	8.002985	-2.08109736	GPR6	G protein-coupled receptor 6
33146_at	2.37E-05	1.15E-07	7.4121267	7.804878	1.62204145	MCL1	BCL2 family apoptosis regulator
41152_f_at	2.56E-05	1.26E-07	7.3711903	7.713653	0.84223318	RPL36A-HNRNPH2///RPL36A	RPL36A-HNRNPH2 readthrough///ribosomal protein L36a
946_at	2.56E-05	1.28E-07	7.3652442	7.700383	2.64810061	DYNLT1	dynein light chain Tctex-type 1
34769_at	2.59E-05	1.32E-07	-7.3518835	7.670548	-1.70783772	FAAH	fatty acid amide hydrolase
34701_at	2.59E-05	1.35E-07	-7.3402339	7.644514	-3.38542002	DLG4	discs large MAGUK scaffold protein 4
32576_at	2.59E-05	1.35E-07	7.3394889	7.642848	1.04460844	EIF3F	eukaryotic translation initiation factor 3 subunit F
2009_at	2.59E-05	1.37E-07	-7.3329794	7.628292	-1.62373277	PTK2B	protein tyrosine kinase 2 beta
36557_at	2.65E-05	1.47E-07	-7.3047011	7.564988	-3.79537417	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
34001_at	2.65E-05	1.48E-07	-7.301389	7.557567	-2.17532116	ZNF204P	"zinc finger protein 204, pseudogene"
36977_at	2.65E-05	1.49E-07	-7.2969869	7.5477	-1.09637125	NAPA	NSF attachment protein alpha
33495_at	2.65E-05	1.50E-07	-7.2943208	7.541723	-3.74124437	PPFIA2	PTPRF interacting protein alpha 2
31956_f_at	2.65E-05	1.51E-07	7.2915934	7.535608	0.93099979	RPLP1	ribosomal protein lateral stalk subunit P1
819_at	2.79E-05	1.63E-07	7.2601835	7.465107	6.33902409	TIMP4	TIMP metallopeptidase inhibitor 4
41602_at	2.79E-05	1.63E-07	-7.2585522	7.461442	-3.90710248	HPCA	hippocalcin
38938_at	2.82E-05	1.68E-07	-7.2459825	7.433188	-7.10722702	TBR1	"T-box, brain 1"
34418_at	2.82E-05	1.70E-07	-7.2421874	7.424653	-4.80753478	CNKSR2	connector enhancer of kinase suppressor of Ras 2
41638_at	2.88E-05	1.77E-07	7.2238705	7.383432	1.61487191	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1
40074_at	2.88E-05	1.78E-07	7.2210042	7.376977	3.64820842	MTHFD2	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
37001_at	3.08E-05	1.93E-07	7.1858264	7.297669	1.55941288	CAPN2	calpain 2
1797_at	3.08E-05	1.95E-07	-7.1814988	7.2879	-2.92951748	CDKN2D	cyclin dependent kinase inhibitor 2D
34316_at	3.21E-05	2.06E-07	7.1583156	7.235527	3.45228664	RPS15A	ribosomal protein S15a
33337_at	3.22E-05	2.09E-07	7.1519909	7.221226	0.8440093	DEGS1	"delta 4-desaturase, sphingolipid 1"
32156_at	3.46E-05	2.27E-07	7.1165152	7.140911	1.72373312	NECTIN2	nectin cell adhesion molecule 2
34585_at	3.56E-05	2.38E-07	-7.0969604	7.096567	-1.42414524	DLX2	distal-less homeobox 2
36498_at	3.56E-05	2.40E-07	-7.0938271	7.089457	-3.12665599	AP1S1	adaptor related protein complex 1 sigma 1 subunit
277_at	3.62E-05	2.47E-07	7.081452	7.061362	1.73034953	MCL1	BCL2 family apoptosis regulator
36318_at	3.74E-05	2.61E-07	-7.0571871	7.006215	-4.82024343	SLC6A15	solute carrier family 6 member 15
36556_at	3.74E-05	2.62E-07	-7.0562742	7.004139	-2.97296689	ARHGAP44	Rho GTPase activating protein 44
32324_at	3.74E-05	2.64E-07	-7.0532815	6.997331	-1.47925768	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
34273_at	3.93E-05	2.80E-07	-7.0273298	6.938249	-5.5579303	RGS4	regulator of G-protein signaling 4
36567_at	4.04E-05	2.91E-07	-7.011082	6.901213	-7.36837297	SLC17A7	solute carrier family 17 member 7
35471_g_at	4.27E-05	3.11E-07	-6.982727	6.836494	-2.60720919	HTR2A	5-hydroxytryptamine receptor 2A
236_at	4.82E-05	3.60E-07	-6.9203238	6.693688	-2.5226014	GNAO1	G protein subunit alpha o1
41692_at	4.82E-05	3.61E-07	-6.9191769	6.691058	-2.34289864	SYNJ1	synaptojanin 1
38440_s_at	4.82E-05	3.65E-07	6.9148559	6.68115	1.29951504	ARMCX6	"armadillo repeat containing, X-linked 6"
38984_at	4.82E-05	3.67E-07	-6.9129537	6.676787	-1.95133274	PREPL	prolyl endopeptidase-like
34918_at	4.97E-05	3.82E-07	-6.8960971	6.638107	-2.22263906	SCN2B	sodium voltage-gated channel beta subunit 2
40521_at	5.20E-05	4.07E-07	6.8686399	6.575023	1.76875267	RGL2	ral guanine nucleotide dissociation stimulator like 2
32093_at	5.20E-05	4.08E-07	-6.8682072	6.574028	-5.26864474	CHD5	chromodomain helicase DNA binding protein 5
34126_at	5.39E-05	4.27E-07	-6.8485221	6.528739	-3.35267794	BRSK2	BR serine/threonine kinase 2
31400_at	5.44E-05	4.36E-07	-6.84035	6.509923	-4.35641531	DGKB	diacylglycerol kinase beta
40572_at	5.45E-05	4.40E-07	-6.8361072	6.50015	-0.95434062	AAK1	AP2 associated kinase 1
33223_at	6.30E-05	5.18E-07	-6.7675873	6.342007	-3.26913611	MAST3	microtubule associated serine/threonine kinase 3
39003_at	6.30E-05	5.21E-07	6.7653419	6.336814	1.59302832	PTTG1IP	pituitary tumor-transforming 1 interacting protein
36017_at	6.30E-05	5.24E-07	-6.762748	6.330815	-1.48372752	SPRYD7	SPRY domain containing 7
32279_at	6.75E-05	5.67E-07	-6.7293559	6.253508	-5.32093366	GAD2	glutamate decarboxylase 2
32863_at	6.86E-05	5.81E-07	-6.7189442	6.229374	-4.65320045	CAMK1G	calcium/calmodulin dependent protein kinase IG
39574_at	7.38E-05	6.31E-07	-6.6844113	6.149231	-1.57039825	SEMA4F	ssemaphorin 4F
1424_s_at	7.55E-05	6.52E-07	-6.6709342	6.117913	-1.91084422	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
1676_s_at	7.97E-05	7.03E-07	6.6397724	6.045413	0.94511371	MIR3654///EEF1G	microRNA 3654///eukaryotic translation elongation factor 1 gamma
37566_at	7.97E-05	7.03E-07	-6.6395411	6.044874	-3.32819485	PHF24	PHD finger protein 24
41403_at	7.97E-05	7.07E-07	6.637102	6.039194	1.11858661	SNRPF	small nuclear ribonucleoprotein polypeptide F
470_at	8.17E-05	7.32E-07	-6.6228579	6.006009	-1.71258325	CGREF1	cell growth regulator with EF-hand domain 1
36608_at	8.30E-05	7.61E-07	-6.6064894	5.967844	-1.46462529	MDH1	malate dehydrogenase 1
32717_at	8.30E-05	7.64E-07	-6.6050423	5.964468	-3.99418117	NEURL1	neuralized E3 ubiquitin protein ligase 1
1420_s_at	8.30E-05	7.65E-07	-6.6044609	5.963112	-1.23192942	MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2	"microRNA 1248///small nucleolar RNA, H/ACA box 81///small nucleolar RNA, H/ACA box 4///small nucleolar RNA, C/D box 2///small nucleolar RNA, H/ACA box 63///eukaryotic translation initiation factor 4A2"
33741_at	8.30E-05	7.72E-07	-6.600571	5.954036	-2.15595959	ATP6V1H	ATPase H+ transporting V1 subunit H
468_at	8.30E-05	7.75E-07	-6.5987146	5.949704	-2.5510229	FGF13	fibroblast growth factor 13
35945_at	8.53E-05	8.08E-07	-6.5816782	5.90993	-3.64773527	DLG2	discs large MAGUK scaffold protein 2
40294_at	8.53E-05	8.15E-07	-6.5781873	5.901776	-2.15379555	ABCB9	ATP binding cassette subfamily B member 9
41198_at	8.53E-05	8.17E-07	6.5767389	5.898392	1.55255782	GRN	granulin
32606_at	8.55E-05	8.34E-07	-6.5681103	5.878228	-2.18880781	BASP1	brain abundant membrane attached signal protein 1
33771_at	8.55E-05	8.35E-07	-6.567773	5.87744	-3.17311099	LRRC8B	leucine rich repeat containing 8 family member B
40568_at	8.55E-05	8.39E-07	-6.5657065	5.872609	-1.93020086	ATP6V1B2	ATPase H+ transporting V1 subunit B2
36872_at	8.60E-05	8.52E-07	-6.5595695	5.858261	-2.2686506	ARPP19	cAMP regulated phosphoprotein 19
35962_at	8.69E-05	8.67E-07	-6.5520603	5.840698	-2.30969739	MAST1	microtubule associated serine/threonine kinase 1
40513_at	8.83E-05	8.88E-07	-6.5421937	5.817611	-2.8097284	PPP3R1	"protein phosphatase 3 regulatory subunit B, alpha"
38431_at	8.92E-05	9.05E-07	-6.5344727	5.799536	-1.49831798	MAPK9	mitogen-activated protein kinase 9
34272_at	9.03E-05	9.22E-07	-6.526587	5.781068	-4.30819071	RGS4	regulator of G-protein signaling 4
32779_s_at	9.27E-05	9.61E-07	-6.5095527	5.74115	-3.59612379	ITPR1	"inositol 1,4,5-trisphosphate receptor type 1"
37754_at	9.27E-05	9.62E-07	6.5091729	5.740259	2.17777963	LGALS3BP	galectin 3 binding protein
39023_at	9.54E-05	1.00E-06	6.4920225	5.700032	2.31066637	IDH1	"isocitrate dehydrogenase (NADP(+)) 1, cytosolic"
35469_at	9.54E-05	1.01E-06	-6.4904653	5.696378	-7.00522444	HTR2A	5-hydroxytryptamine receptor 2A
36147_at	9.54E-05	1.01E-06	6.4877925	5.690105	1.24599524	SSR2	signal sequence receptor subunit 2
34250_at	9.97E-05	1.07E-06	-6.4666363	5.640424	-1.83445667	IQSEC3	IQ motif and Sec7 domain 3
1130_at	1.01E-04	1.09E-06	-6.4586659	5.621693	-1.96754675	MAP2K1	mitogen-activated protein kinase kinase 1
37573_at	1.01E-04	1.10E-06	6.4526187	5.607476	4.12494311	ANGPTL2	angiopoietin like 2
363_at	1.01E-04	1.10E-06	-6.4520543	5.606149	-3.37195885	PRKCG	protein kinase C gamma
32712_at	1.01E-04	1.12E-06	-6.4478925	5.596362	-5.31098346	MYT1L	myelin transcription factor 1 like
1019_g_at	1.01E-04	1.12E-06	-6.4460549	5.59204	-2.24536284	WNT10B	Wnt family member 10B
35322_at	1.04E-04	1.16E-06	6.4327966	5.560846	0.60901556	KEAP1	kelch like ECH associated protein 1
36264_at	1.04E-04	1.17E-06	-6.4262949	5.545541	-2.06027567	MATK	megakaryocyte-associated tyrosine kinase
34767_at	1.04E-04	1.18E-06	-6.4238568	5.539801	-2.4588996	MOAP1	modulator of apoptosis 1
39321_at	1.05E-04	1.20E-06	-6.4167761	5.523125	-7.50492048	GABRA5	gamma-aminobutyric acid type A receptor alpha5 subunit
36745_at	1.07E-04	1.23E-06	-6.4086969	5.504091	-2.56550606	STUM	"stum, mechanosensory transduction mediator homolog"
173_at	1.21E-04	1.41E-06	-6.3523783	5.371196	-5.48025033	CDH18	cadherin 18
40655_at	1.21E-04	1.41E-06	-6.3510287	5.368007	-6.56707977	KALRN	"kalirin, RhoGEF kinase"
33766_at	1.24E-04	1.46E-06	-6.3370731	5.335017	-2.31384088	VIPR1	vasoactive intestinal peptide receptor 1
33048_at	1.33E-04	1.57E-06	-6.3058073	5.261028	-2.72195461	NECAB2	N-terminal EF-hand calcium binding protein 2
33509_at	1.33E-04	1.58E-06	-6.3039358	5.256595	-3.77044102	GRM1	glutamate metabotropic receptor 1
36115_at	1.34E-04	1.60E-06	6.2984984	5.243715	1.27823141	CLK3	CDC like kinase 3
1000_at	1.35E-04	1.62E-06	-6.293241	5.231259	-1.38964053	MAPK3	mitogen-activated protein kinase 3
36079_at	1.35E-04	1.64E-06	6.2892866	5.221887	2.65775041	TP53I3	tumor protein p53 inducible protein 3
37565_at	1.43E-04	1.75E-06	-6.2627904	5.159049	-2.52487237	MMD	monocyte to macrophage differentiation associated
37062_at	1.43E-04	1.75E-06	-6.262081	5.157365	-5.76999906	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit
40647_at	1.43E-04	1.77E-06	-6.2587967	5.149571	-2.24106273	XK	X-linked Kx blood group
36517_at	1.45E-04	1.81E-06	6.2481835	5.124374	1.084706	U2AF1	U2 small nuclear RNA auxiliary factor 1
40295_at	1.45E-04	1.81E-06	-6.247917	5.123741	-1.9241867	CPNE6	copine 6
37516_at	1.46E-04	1.84E-06	-6.241446	5.108372	-7.86393354	DDN	dendrin
1270_at	1.46E-04	1.85E-06	-6.239753	5.10435	-2.93257688	RAP1GAP	RAP1 GTPase activating protein
36278_at	1.53E-04	1.96E-06	-6.2166637	5.049469	-2.15679095	MAP3K10	mitogen-activated protein kinase kinase kinase 10
36760_at	1.60E-04	2.05E-06	-6.1980314	5.005139	-1.98453034	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
35400_at	1.60E-04	2.07E-06	-6.194174	4.995957	-2.70164282	DCLK1	doublecortin like kinase 1
37710_at	1.64E-04	2.14E-06	-6.180105	4.962454	-3.14619521	MEF2C	myocyte enhancer factor 2C
34656_at	1.64E-04	2.14E-06	-6.1799255	4.962026	-1.82606222	MPP2	membrane palmitoylated protein 2
589_at	1.65E-04	2.17E-06	-6.1752946	4.950993	-2.54184668	SRD5A1	steroid 5 alpha-reductase 1
37243_at	1.71E-04	2.27E-06	-6.1568819	4.907104	-3.00109671	GUCY1B3	guanylate cyclase 1 soluble subunit beta
38550_at	1.75E-04	2.34E-06	6.1444423	4.877432	0.6135309	APBA3	amyloid beta precursor protein binding family A member 3
1158_s_at	1.80E-04	2.42E-06	-6.1298084	4.842505	-3.58170182	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
41463_at	1.80E-04	2.44E-06	-6.1272244	4.836335	-2.32379952	C1orf216	chromosome 1 open reading frame 216
33835_at	1.80E-04	2.45E-06	-6.1256002	4.832457	-2.0413063	TSPYL4	TSPY like 4
36254_at	1.80E-04	2.45E-06	-6.1243015	4.829356	-7.41751743	TAC1	tachykinin precursor 1
40043_at	1.80E-04	2.46E-06	-6.1229842	4.82621	-5.74652009	PRSS3	"protease, serine 3"
41201_at	1.81E-04	2.50E-06	-6.1171365	4.812242	-1.90280399	DNM1L	dynamin 1 like
2083_at	1.82E-04	2.52E-06	-6.1133606	4.803222	-1.5442531	CCKBR	cholecystokinin B receptor
35720_at	1.82E-04	2.53E-06	-6.111085	4.797784	-2.48313761	WDR47	WD repeat domain 47
35592_at	1.82E-04	2.55E-06	-6.1089691	4.792728	-6.38612958	SLC8A2	solute carrier family 8 member A2
36653_g_at	1.82E-04	2.58E-06	-6.1036634	4.780048	-1.8429417	UROS	uroporphyrinogen III synthase
37184_at	1.82E-04	2.59E-06	-6.1027533	4.777872	-4.18342194	STX1A	syntaxin 1A
31538_at	1.88E-04	2.68E-06	6.0876775	4.741824	1.32661617	RPLP0	ribosomal protein lateral stalk subunit P0
35145_at	1.88E-04	2.71E-06	-6.0835471	4.731944	-1.3556796	MNT	MAX network transcriptional repressor
33527_at	1.88E-04	2.71E-06	-6.083399	4.73159	-3.38616162	KCNJ3	potassium voltage-gated channel subfamily J member 3
37192_at	1.96E-04	2.85E-06	-6.063988	4.685132	-6.10090848	DMTN	dematin actin binding protein
38308_g_at	1.96E-04	2.86E-06	-6.0615563	4.67931	-3.83569749	NCDN	neurochondrin
34413_at	1.98E-04	2.90E-06	-6.056629	4.667509	-1.87046527	NDEL1	nudE neurodevelopment protein 1 like 1
37490_at	2.00E-04	2.94E-06	-6.0501858	4.652075	-3.17293033	SLC4A3	solute carrier family 4 member 3
36179_at	2.00E-04	2.96E-06	6.0476364	4.645967	1.1901959	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
34670_at	2.00E-04	2.98E-06	6.0447749	4.63911	1.3465383	MAN2B1	mannosidase alpha class 2B member 1
38236_at	2.11E-04	3.16E-06	-6.0215384	4.583401	-3.80407847	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A
37157_at	2.11E-04	3.17E-06	-6.0200793	4.579901	-7.03770816	CALB2	calbindin 2
39780_at	2.12E-04	3.21E-06	-6.0147379	4.567087	-2.76447129	PPP3CB	protein phosphatase 3 catalytic subunit beta
1616_at	2.16E-04	3.29E-06	-6.0053612	4.544585	-3.30380301	FGF9	fibroblast growth factor 9
39051_at	2.27E-04	3.46E-06	-5.9841096	4.493552	-6.49521462	NNAT	neuronatin
41494_at	2.29E-04	3.52E-06	-5.9781157	4.479151	-1.34865211	ZER1	zyg-11 related cell cycle regulator
37736_at	2.36E-04	3.65E-06	-5.9633888	4.443752	-1.37344506	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
41011_i_at	2.37E-04	3.68E-06	-5.9598235	4.435179	-3.74404835	RAPGEF4	Rap guanine nucleotide exchange factor 4
36990_at	2.41E-04	3.76E-06	-5.9506363	4.413082	-2.66049448	UCHL1	ubiquitin C-terminal hydrolase L1
34609_g_at	2.45E-04	3.84E-06	5.9423018	4.393029	1.7217079	SNORD96A///SNORD95///RACK1	"small nucleolar RNA, C/D box 96A///small nucleolar RNA, C/D box 95///receptor for activated C kinase 1"
41178_at	2.46E-04	3.87E-06	5.9391721	4.385497	0.81113015	RPL11	ribosomal protein L11
31813_at	2.49E-04	3.95E-06	-5.9314319	4.366865	-6.07156262	CAMK2A	calcium/calmodulin dependent protein kinase II alpha
33019_at	2.49E-04	3.98E-06	-5.9282368	4.359172	-1.82954436	PARK2	parkin RBR E3 ubiquitin protein ligase
40512_at	2.49E-04	3.99E-06	-5.9273336	4.356997	-4.03818333	CHN1	chimerin 1
41435_at	2.50E-04	4.02E-06	-5.9234901	4.347742	-4.36722563	PPFIA3	PTPRF interacting protein alpha 3
37738_g_at	2.56E-04	4.14E-06	-5.9119946	4.320052	-1.32884068	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
31949_at	2.58E-04	4.19E-06	-5.9076235	4.309519	-3.88879153	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1
36643_at	2.68E-04	4.38E-06	5.8894472	4.265703	1.57992038	MIR4640///DDR1	microRNA 4640///discoidin domain receptor tyrosine kinase 1
35670_at	2.74E-04	4.49E-06	-5.8796385	4.242045	-5.61864449	LOC101927137///ATP1A3	uncharacterized LOC101927137///ATPase Na+/K+ transporting subunit alpha 3
38287_at	2.74E-04	4.51E-06	5.8771219	4.235973	3.21961975	PSMB9	proteasome subunit beta 9
36725_at	2.79E-04	4.61E-06	-5.8682643	4.214599	-2.87991905	SCN2A	sodium voltage-gated channel alpha subunit 2
36542_at	2.90E-04	4.83E-06	-5.8498274	4.170087	-1.60122591	SLC9A6	solute carrier family 9 member A6
976_s_at	2.97E-04	4.97E-06	-5.8384809	4.142678	-1.80159829	MAPK1	mitogen-activated protein kinase 1
35795_at	3.07E-04	5.16E-06	5.8235989	4.10671	0.9782888	HDAC6	histone deacetylase 6
237_s_at	3.12E-04	5.26E-06	-5.8152274	4.086469	-1.03791021	PPP2CA	protein phosphatase 2 catalytic subunit alpha
32166_at	3.17E-04	5.38E-06	5.8065675	4.065523	1.46326339	TLN1	talin 1
34719_at	3.20E-04	5.45E-06	-5.8012316	4.052614	-4.70285347	GLS	glutaminase
36568_at	3.25E-04	5.56E-06	-5.7931822	4.033136	-6.45940819	SLC17A7	solute carrier family 17 member 7
1712_s_at	3.25E-04	5.60E-06	-5.7901675	4.025839	-2.73469512	MAP2K4	mitogen-activated protein kinase kinase 4
34608_at	3.25E-04	5.60E-06	5.7900742	4.025613	0.93007027	SNORD96A///SNORD95///RACK1	"small nucleolar RNA, C/D box 96A///small nucleolar RNA, C/D box 95///receptor for activated C kinase 1"
1385_at	3.26E-04	5.65E-06	5.7865946	4.01719	4.71179622	TGFBI	transforming growth factor beta induced
108_g_at	3.41E-04	5.94E-06	-5.7665945	3.968756	-2.19288425	RAB40AL///RAB40A///RAB40B	"RAB40A, member RAS oncogene family-like///RAB40A, member RAS oncogene family///RAB40B, member RAS oncogene family"
1217_g_at	3.42E-04	5.99E-06	-5.7633666	3.960936	-4.82465715	PRKCB	protein kinase C beta
38982_at	3.43E-04	6.05E-06	-5.7591113	3.950625	-1.56153417	TERF2IP	TERF2 interacting protein
35747_at	3.43E-04	6.09E-06	-5.7566757	3.944723	-1.76233534	NPTN	neuroplastin
39092_at	3.43E-04	6.11E-06	5.7553684	3.941555	1.77898218	H2AFV	H2A histone family member V
36232_at	3.43E-04	6.13E-06	-5.7539018	3.938	-2.77217594	FGF13	fibroblast growth factor 13
1624_at	3.43E-04	6.15E-06	-5.7528268	3.935395	-1.99288651	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1
39139_at	3.48E-04	6.25E-06	5.7463291	3.919644	1.22055083	SEC11A	"SEC11 homolog A, signal peptidase complex subunit"
36555_at	3.64E-04	6.60E-06	-5.7241871	3.865944	-4.04700651	SNCG	synuclein gamma
36994_at	3.64E-04	6.61E-06	-5.7238846	3.865211	-1.45649491	ATP6V0C	ATPase H+ transporting V0 subunit c
