ID	adj.P.Val	P.Value	t	B	logFC	Gene	Gene.title
8051668	0.00567	1.13E-05	-5.7107029	3.455067	-0.4442398	LOC375196	uncharacterized LOC375196
7921909	0.00567	1.14E-05	5.707782	3.448858	1.1055153	CCDC190	coiled-coil domain containing 190
7953181	0.00567	1.17E-05	-5.6956207	3.422998	-1.6446599	PRMT8	protein arginine methyltransferase 8
8067825	0.00567	1.21E-05	-5.6800489	3.389859	-1.1266735	LOC644669///ANKRD30BL///ANKRD30BP2	ankyrin repeat domain 30B pseudogene///ankyrin repeat domain 30B-like///ankyrin repeat domain 30B pseudogene 2
8015187	0.00567	1.21E-05	-5.6799218	3.389588	-0.3745884	KRTAP1-1///KRTAP1-3	keratin associated protein 1-1///keratin associated protein 1-3
8106122	0.00567	1.26E-05	5.6635384	3.35469	0.4339354	TNPO1	transportin 1
7961891	0.00567	1.26E-05	5.6612924	3.349903	0.5570969	BHLHE41	basic helix-loop-helix family member e41
8180316	0.00567	1.27E-05	5.659186	3.345414	1.3228044	TGIF1	TGFB induced factor homeobox 1
8000706	0.00567	1.32E-05	-5.6424294	3.309678	-0.5171293	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
8008900	0.00567	1.33E-05	-5.6409752	3.306575	-0.7409813	CA4	carbonic anhydrase 4
8023561	0.00567	1.34E-05	5.6375581	3.299283	0.4750646	LMAN1	"lectin, mannose binding 1"
8162142	0.00567	1.35E-05	-5.633771	3.2912	-0.4342857	ISCA1	iron-sulfur cluster assembly 1
7913290	0.00567	1.36E-05	-5.6302306	3.283642	-0.8199881	SH2D5	SH2 domain containing 5
7895611	0.00567	1.36E-05	5.6295189	3.282122	0.6580969		
8174134	0.00567	1.37E-05	-5.6279631	3.2788	-0.6074405	TCEAL6///TCEAL3	transcription elongation factor A like 6///transcription elongation factor A like 3
7993296	0.00567	1.37E-05	-5.627239	3.277254	-1.3066531	SHISA9	shisa family member 9
8027770	0.00567	1.37E-05	-5.6258826	3.274357	-1.379085	FXYD7	FXYD domain containing ion transport regulator 7
7893493	0.00567	1.40E-05	5.6186752	3.258962	0.953398		
8076515	0.00567	1.41E-05	5.6130495	3.246941	0.4821769	ARFGAP3	ADP ribosylation factor GTPase activating protein 3
7948399	0.00567	1.42E-05	5.6122606	3.245255	0.5848299	PATL1	"PAT1 homolog 1, processing body mRNA decay factor"
7937089	0.00567	1.43E-05	-5.609192	3.238697	-1.0574592	STK32C	serine/threonine kinase 32C
8035449	0.00567	1.44E-05	-5.6040263	3.227653	-0.4723146	LSM4	"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
8027932	0.00567	1.45E-05	-5.6007294	3.220603	-0.6060714	COX6B1	cytochrome c oxidase subunit 6B1
7894279	0.00567	1.47E-05	5.5975025	3.213701	0.934284		
8014169	0.00569	1.49E-05	-5.5912501	3.200325	-0.5393486	C17orf102	chromosome 17 open reading frame 102
7941087	0.00571	1.53E-05	-5.5802467	3.176775	-0.4773469	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta
8151816	0.00571	1.58E-05	5.5659869	3.146233	1.4280561	GEM	GTP binding protein overexpressed in skeletal muscle
8027556	0.00571	1.58E-05	-5.5656001	3.145405	-0.9945612	LRP3	LDL receptor related protein 3
7992863	0.00571	1.59E-05	-5.5631548	3.140165	-1.0871701	OR1F1	olfactory receptor family 1 subfamily F member 1
7902235	0.00571	1.60E-05	-5.5605431	3.134568	-1.4361905	LRRC7	leucine rich repeat containing 7
8076668	0.00571	1.60E-05	-5.5585703	3.130339	-2.280881	KIAA1644	KIAA1644
7996608	0.00571	1.61E-05	-5.5562097	3.125279	-0.3320986	CARMIL2///ACD	capping protein regulator and myosin 1 linker 2///adrenocortical dysplasia homolog
8034075	0.00593	1.69E-05	-5.5351763	3.080164	-0.6060459	CDKN2D	cyclin dependent kinase inhibitor 2D
8069770	0.00602	1.75E-05	-5.5219075	3.051677	-1.5965391	GRIK1	glutamate ionotropic receptor kainate type subunit 1
7946680	0.00602	1.75E-05	-5.5202049	3.04802	-0.7329507	BTBD10	BTB domain containing 10
8168892	0.00605	1.84E-05	-5.5004084	3.005479	-0.9732636	TCEAL2	transcription elongation factor A like 2
8141664	0.00605	1.86E-05	-5.493711	2.991076	-0.8940595	VGF	VGF nerve growth factor inducible
8180317	0.00605	1.89E-05	5.4879391	2.97866	1.2764405	TGIF1	TGFB induced factor homeobox 1
7982012	0.00605	1.91E-05	-5.4839159	2.970003	-2.2697976	SNORD115-3	"small nucleolar RNA, C/D box 115-3"
8180319	0.00605	1.95E-05	5.475188	2.951218	1.2556667	TGIF1	TGFB induced factor homeobox 1
8090295	0.00605	1.97E-05	-5.4695365	2.939049	-0.6981582	SLC41A3	solute carrier family 41 member 3
8029624	0.00605	2.03E-05	-5.4574697	2.913055	-0.4435884	PPP1R37	protein phosphatase 1 regulatory subunit 37
8018761	0.00605	2.05E-05	5.4531792	2.903809	1.8195833	ST6GALNAC2	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
8180372	0.00605	2.05E-05	5.4531792	2.903809	1.8195833	ST6GALNAC2	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
7913271	0.00605	2.06E-05	-5.4512963	2.899751	-0.6058724	KIF17	kinesin family member 17
8168517	0.00605	2.10E-05	5.4419284	2.879553	2.0903027	LPAR4	lysophosphatidic acid receptor 4
7929388	0.00605	2.13E-05	5.435398	2.865468	1.1085731	PLCE1	phospholipase C epsilon 1
7962185	0.00605	2.16E-05	-5.4307012	2.855335	-0.4960068	ETFBKMT///AMN1	electron transfer flavoprotein beta subunit lysine methyltransferase///antagonist of mitotic exit network 1 homolog
8170921	0.00605	2.18E-05	5.4271712	2.847718	0.8032704	PLXNA3	plexin A3
8150901	0.00605	2.22E-05	-5.4191242	2.830348	-0.2438027	PENK	proenkephalin
8156873	0.00605	2.22E-05	5.418209	2.828372	0.6777908	INVS	inversin
7945071	0.00605	2.25E-05	-5.4134136	2.818017	-0.4495425	FOXRED1	FAD dependent oxidoreductase domain containing 1
8154491	0.00605	2.25E-05	-5.4130612	2.817256	-0.852881	ADAMTSL1	ADAMTS like 1
8056408	0.00605	2.26E-05	5.4118304	2.814598	0.7224745	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3
7894833	0.00605	2.27E-05	5.4096016	2.809784	0.728233		
7970597	0.00605	2.27E-05	-5.4088695	2.808203	-0.3189405	ANKRD20A19P	"ankyrin repeat domain 20 family member A19, pseudogene"
8138202	0.00605	2.32E-05	-5.399865	2.788748	-1.6156871	ICA1	islet cell autoantigen 1
8091422	0.00605	2.34E-05	5.3957331	2.779818	1.3309014	WWTR1	WW domain containing transcription regulator 1
8027040	0.00605	2.34E-05	-5.3956228	2.77958	-1.6093861	TMEM59L	transmembrane protein 59 like
8021154	0.00605	2.36E-05	-5.3933196	2.774601	-0.6393571	CTIF	cap binding complex dependent translation initiation factor
8075921	0.00605	2.38E-05	-5.3895955	2.76655	-0.8231667	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2
8175444	0.00605	2.39E-05	-5.3863622	2.759559	-1.4575119	FGF13	fibroblast growth factor 13
8072088	0.00605	2.40E-05	-5.3850776	2.756781	-1.7517211	SEZ6L	seizure related 6 homolog like
7893168	0.00605	2.43E-05	5.3805918	2.747079	0.8191497		
7896244	0.00605	2.43E-05	5.3805918	2.747079	0.8191497		
8120613	0.00605	2.44E-05	-5.3784032	2.742345	-1.8361241	RIMS1	regulating synaptic membrane exocytosis 1
8122734	0.00605	2.46E-05	-5.3745368	2.73398	-0.4537823	PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C
8056977	0.00605	2.48E-05	5.3714421	2.727283	0.7406344	NFE2L2	"nuclear factor, erythroid 2 like 2"
8003560	0.00605	2.50E-05	-5.368564	2.721055	-0.6460561	DBNDD1	dysbindin domain containing 1
7967727	0.00605	2.52E-05	-5.3643927	2.712026	-1.4683265	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9
7977127	0.00605	2.53E-05	-5.3631066	2.709242	-0.3561122	KLC1	kinesin light chain 1
8132805	0.00605	2.53E-05	-5.3627326	2.708432	-0.5664592	VWC2	von Willebrand factor C domain containing 2
8167887	0.00605	2.53E-05	-5.3624349	2.707788	-0.3967075	MAGEH1	MAGE family member H1
7992010	0.00605	2.53E-05	-5.3623853	2.70768	-0.7380884	RHBDL1	rhomboid like 1
8165817	0.00605	2.53E-05	5.3622447	2.707376	1.2939099	GYG2	glycogenin 2
8001748	0.00605	2.54E-05	5.3617801	2.70637	0.6455408	SNORA50A	"small nucleolar RNA, H/ACA box 50A"
8175768	0.00605	2.55E-05	-5.3589511	2.700245	-1.0029371	PNMA6A	paraneoplastic Ma antigen family member 6A
8146908	0.00605	2.55E-05	-5.3586171	2.699521	-1.6981497	KCNB2	potassium voltage-gated channel subfamily B member 2
8178508	0.00605	2.57E-05	-5.3551178	2.691944	-1.4380833	ATP6V1G2-DDX39B///ATP6V1G2	ATP6V1G2-DDX39B readthrough (NMD candidate)///ATPase H+ transporting V1 subunit G2
8021695	0.00605	2.58E-05	-5.3541321	2.689809	-2.3502687	DOK6	docking protein 6
8024019	0.00606	2.61E-05	5.3491429	2.679002	0.750852	PTBP1	polypyrimidine tract binding protein 1
8041383	0.00606	2.65E-05	5.3432435	2.66622	1.0252636	LTBP1	latent transforming growth factor beta binding protein 1
7910372	0.00606	2.65E-05	-5.3426533	2.664941	-0.5865374	RNF187	ring finger protein 187
8159732	0.00606	2.66E-05	5.3407771	2.660876	0.4519524	EHMT1-IT1	EHMT1 intronic transcript 1
8046333	0.00606	2.67E-05	5.3390074	2.65704	1.1179949	CYBRD1	cytochrome b reductase 1
8024712	0.00625	2.78E-05	-5.3224238	2.621084	-1.8012381	ATCAY///ATCAY	"ATCAY, caytaxin///ATCAY, caytaxin"
8146230	0.00628	2.81E-05	-5.3180161	2.611523	-0.9276395	CHRNB3	cholinergic receptor nicotinic beta 3 subunit
8016947	0.00629	2.84E-05	-5.3128715	2.60036	-0.8505595	TSPOAP1	TSPO associated protein 1
8102328	0.00629	2.88E-05	5.3074532	2.588601	1.0704813	CFI	complement factor I
7942645	0.00629	2.88E-05	5.3065431	2.586626	0.5959422		
7947270	0.00629	2.90E-05	-5.3044649	2.582114	-1.7813639	KCNA4	potassium voltage-gated channel subfamily A member 4
7955787	0.00629	2.92E-05	5.3019175	2.576584	0.6560204	SP1	Sp1 transcription factor
8146475	0.00629	2.94E-05	-5.2977302	2.567492	-1.7280459	XKR4	XK related 4
7940259	0.00629	2.95E-05	5.2969816	2.565866	0.9898367	MS4A14///MS4A7	membrane spanning 4-domains A14///membrane spanning 4-domains A7
8019851	0.00629	2.96E-05	-5.2949404	2.561434	-0.9125918	ADCYAP1	adenylate cyclase activating polypeptide 1
7894661	0.0063	2.99E-05	5.290791	2.552421	0.5619252		
8155048	0.0063	3.07E-05	-5.2794088	2.527691	-0.6095782	RUSC2	RUN and SH3 domain containing 2
8155770	0.0063	3.08E-05	5.2787793	2.526322	0.7098793	SMC5	structural maintenance of chromosomes 5
8124942	0.0063	3.08E-05	-5.2780664	2.524773	-1.4246599	ATP6V1G2-DDX39B///ATP6V1G2	ATP6V1G2-DDX39B readthrough (NMD candidate)///ATPase H+ transporting V1 subunit G2
8179762	0.0063	3.08E-05	-5.2780664	2.524773	-1.4246599	ATP6V1G2-DDX39B///ATP6V1G2	ATP6V1G2-DDX39B readthrough (NMD candidate)///ATPase H+ transporting V1 subunit G2
8095187	0.0063	3.08E-05	5.2779094	2.524432	0.5475918	CEP135	centrosomal protein 135
8090162	0.00632	3.12E-05	5.2728568	2.513449	0.9622925	ITGB5	integrin subunit beta 5
8051001	0.00632	3.13E-05	-5.2715913	2.510698	-1.040733	CGREF1	cell growth regulator with EF-hand domain 1
7964830	0.00638	3.19E-05	5.2631072	2.492249	0.503119	SNORA70G	"small nucleolar RNA, H/ACA box 70G"
7988713	0.00638	3.20E-05	5.2624749	2.490874	0.4486667	TRPM7	transient receptor potential cation channel subfamily M member 7
7952011	0.00638	3.26E-05	-5.2540179	2.472477	-1.9830442	SCN2B	sodium voltage-gated channel beta subunit 2
7974425	0.00638	3.28E-05	5.2512819	2.466524	1.025835	SAMD4A	sterile alpha motif domain containing 4A
8017210	0.00638	3.29E-05	5.2507286	2.46532	0.8127738	LOC653653///AP1S2	adaptor related protein complex 1 sigma 2 subunit pseudogene///adaptor related protein complex 1 sigma 2 subunit
8071259	0.00638	3.30E-05	-5.249613	2.462892	-0.9587551	SEPT5-GP1BB///SEPT5///GP1BB	SEPT5-GP1BB readthrough///septin 5///glycoprotein Ib platelet beta subunit
7953094	0.00638	3.33E-05	-5.2457434	2.45447	-1.6417483	CACNA1C	calcium voltage-gated channel subunit alpha1 C
8071234	0.00638	3.34E-05	-5.2444067	2.451561	-1.1052041	SEPT5-GP1BB///SEPT5///GP1BB	SEPT5-GP1BB readthrough///septin 5///glycoprotein Ib platelet beta subunit
7996318	0.00638	3.35E-05	5.2433735	2.449312	1.0574014	CMTM3	CKLF like MARVEL transmembrane domain containing 3
8019954	0.00638	3.35E-05	5.2421549	2.446659	1.0746973	DLGAP1-AS1	DLGAP1 antisense RNA 1
8100298	0.0064	3.39E-05	-5.2383055	2.438278	-1.166767	OCIAD2	OCIA domain containing 2
8033257	0.00642	3.41E-05	5.2349065	2.430877	1.2167653	C3	complement component 3
7955589	0.00647	3.46E-05	5.2288705	2.417732	1.1591207	NR4A1	nuclear receptor subfamily 4 group A member 1
7958860	0.00647	3.48E-05	-5.2268457	2.413321	-3.2626667	RPH3A	rabphilin 3A
7897227	0.00653	3.53E-05	-5.2201728	2.398783	-0.8359966	AJAP1	adherens junctions associated protein 1
7969955	0.00653	3.55E-05	-5.2183983	2.394916	-1.6187959	METTL21EP	"methyltransferase like 21E, pseudogene"
8173941	0.00657	3.61E-05	5.2113108	2.379469	1.7346463	TSPAN6	tetraspanin 6
8073682	0.00657	3.62E-05	5.2100271	2.376671	1.0550901	PARVG	parvin gamma
8101284	0.00657	3.67E-05	-5.2042128	2.363994	-1.169148	PRKG2	"protein kinase, cGMP-dependent, type II"
7974047	0.00657	3.68E-05	-5.2028724	2.361071	-1.2129473	SSTR1	somatostatin receptor 1
7946280	0.00657	3.74E-05	-5.1963741	2.346899	-0.5563793	OR6A2	olfactory receptor family 6 subfamily A member 2
8038598	0.00657	3.82E-05	-5.1867228	2.325843	-2.008716	SHANK1	SH3 and multiple ankyrin repeat domains 1
7915091	0.00657	3.84E-05	5.185064	2.322224	0.4092364	MTF1	metal regulatory transcription factor 1
8151967	0.00657	3.85E-05	5.1832829	2.318337	0.7392534	STK3	serine/threonine kinase 3
8022803	0.00657	3.86E-05	5.1824495	2.316518	0.6170578	GAREM1	GRB2 associated regulator of MAPK1 subtype 1
7922018	0.00657	3.87E-05	-5.1815812	2.314623	-0.8332925	ILDR2	immunoglobulin like domain containing receptor 2
7990657	0.00657	3.89E-05	5.1793405	2.309732	0.4608776	TBC1D2B	TBC1 domain family member 2B
7910589	0.00657	3.90E-05	-5.1780604	2.306938	-0.5587551	MAP10	microtubule associated protein 10
7967685	0.00657	3.92E-05	5.1753587	2.30104	0.5124252	STX2	syntaxin 2
8029831	0.00657	3.93E-05	-5.1750799	2.300431	-1.4032041	CALM3	calmodulin 3
7975779	0.00657	3.95E-05	5.1730431	2.295985	2.0803844	FOS	"Fos proto-oncogene, AP-1 transcription factor subunit"
8102619	0.00657	3.97E-05	5.1707839	2.291052	0.6428844	ANXA5	annexin A5
8046726	0.00657	4.02E-05	5.1652305	2.278924	0.8826224	SSFA2	sperm specific antigen 2
8126566	0.00657	4.06E-05	-5.1606454	2.268909	-0.9678486	LRRC73	leucine rich repeat containing 73
8119184	0.00657	4.06E-05	-5.1605539	2.268709	-0.3200918	RNF8	ring finger protein 8
8141180	0.00657	4.08E-05	-5.1586448	2.264539	-0.4490884	TECPR1	tectonin beta-propeller repeat containing 1
8049952	0.00657	4.10E-05	-5.1570508	2.261056	-0.5839677	LOC100131763///RTP5	uncharacterized LOC100131763///receptor transporter protein 5 (putative)
8023656	0.00657	4.13E-05	5.1535794	2.253472	0.5843248	KDSR	3-ketodihydrosphingosine reductase
8054997	0.00657	4.17E-05	5.1491379	2.243766	0.5367177	MAP3K2	mitogen-activated protein kinase kinase kinase 2
8169541	0.00657	4.18E-05	5.1485505	2.242482	0.6538418	DOCK11	dedicator of cytokinesis 11
7924760	0.00657	4.18E-05	5.1482259	2.241772	0.8237636	ITPKB	inositol-trisphosphate 3-kinase B
7989387	0.00657	4.19E-05	5.1473768	2.239917	0.4020085	VPS13C	vacuolar protein sorting 13 homolog C
8166127	0.00657	4.20E-05	-5.1466921	2.23842	-1.6527024	GLRA2	glycine receptor alpha 2
8023575	0.00657	4.22E-05	-5.1447532	2.234182	-0.8787755	CCBE1	collagen and calcium binding EGF domains 1
7997942	0.00657	4.24E-05	-5.1428936	2.230117	-1.2014745	CPNE7	copine 7
7985522	0.00657	4.26E-05	5.1405837	2.225067	1.2498929	ADAMTSL3	ADAMTS like 3
7934145	0.00657	4.28E-05	-5.1383504	2.220185	-0.593949	LRRC20	leucine rich repeat containing 20
7921862	0.00657	4.28E-05	5.1382967	2.220067	1.8058282	CFAP126	cilia and flagella associated protein 126
8117178	0.00657	4.31E-05	-5.1354634	2.213872	-2.6360595	NRSN1	neurensin 1
7897119	0.00657	4.32E-05	-5.1345124	2.211792	-0.4852398	FAM213B	family with sequence similarity 213 member B
8056930	0.00657	4.34E-05	-5.1330241	2.208538	-0.359432	ATP5G3	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)"
7945902	0.00657	4.35E-05	5.1315013	2.205207	0.3915306	NUP98	nucleoporin 98
8113305	0.00657	4.42E-05	5.1247537	2.190448	0.5076156	CHD1	chromodomain helicase DNA binding protein 1
8171205	0.00657	4.45E-05	-5.1219858	2.184393	-0.7302415	NLGN4X	"neuroligin 4, X-linked"
8057418	0.00657	4.53E-05	-5.1148207	2.168714	-1.8718095	ZNF385B	zinc finger protein 385B
8106950	0.00657	4.54E-05	5.1136744	2.166205	1.701801	FAM81B	family with sequence similarity 81 member B
8007675	0.00657	4.57E-05	-5.1110487	2.160459	-1.9613316	ADAM11	ADAM metallopeptidase domain 11
8059642	0.00657	4.57E-05	-5.1106503	2.159587	-1.3068588	SLC16A14	solute carrier family 16 member 14
7991809	0.00657	4.60E-05	-5.1078747	2.153511	-1.2151224	PDIA2///ARHGDIG	protein disulfide isomerase family A member 2///Rho GDP dissociation inhibitor gamma
8047963	0.00657	4.63E-05	-5.1054316	2.148163	-0.8486003		
7925364	0.00657	4.66E-05	5.1027645	2.142323	0.357148	HEATR1	HEAT repeat containing 1
8125537	0.00657	4.67E-05	5.1019754	2.140595	1.3304201	HLA-DMA	"major histocompatibility complex, class II, DM alpha"
8035494	0.00657	4.67E-05	-5.101576	2.139721	-0.5468673	FKBP8	FK506 binding protein 8
7905817	0.00657	4.68E-05	-5.1001887	2.136683	-2.0068061	CHRNB2	cholinergic receptor nicotinic beta 2 subunit
8127094	0.00657	4.69E-05	-5.1001438	2.136585	-0.8088044	GSTA4	glutathione S-transferase alpha 4
8032699	0.00657	4.69E-05	-5.099624	2.135447	-0.6022432	ZFR2	zinc finger RNA binding protein 2
8180356	0.00657	4.70E-05	-5.0988592	2.133772	-0.330852	RPL7L1	ribosomal protein L7 like 1
8178884	0.00657	4.71E-05	5.0982816	2.132507	1.3607449	HLA-DMA	"major histocompatibility complex, class II, DM alpha"
8180086	0.00657	4.71E-05	5.0982816	2.132507	1.3607449	HLA-DMA	"major histocompatibility complex, class II, DM alpha"
8062539	0.00657	4.73E-05	-5.0962912	2.128148	-1.2859439	SLC32A1	solute carrier family 32 member 1
8112841	0.00657	4.77E-05	-5.0923919	2.119608	-1.2872908	HOMER1	homer scaffolding protein 1
8118409	0.00657	4.78E-05	5.0920718	2.118906	1.5539303	STK19///C4B///C4A	serine/threonine kinase 19///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)
8118455	0.00657	4.78E-05	5.0920718	2.118906	1.5539303	C4B///C4A	complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)
8179399	0.00657	4.78E-05	5.0920718	2.118906	1.5539303	STK19///C4B///C4A	serine/threonine kinase 19///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)
8138258	0.00657	4.78E-05	-5.0914282	2.117497	-0.5252755	VWDE	von Willebrand factor D and EGF domains
7993713	0.00657	4.81E-05	5.0890989	2.112394	0.7480952	IQCK	IQ motif containing K
7947991	0.00657	4.81E-05	5.0887564	2.111644	0.5385578	NUP160	nucleoporin 160
8022557	0.00657	4.85E-05	5.0856127	2.104757	0.7480799		
8132417	0.00657	4.86E-05	5.084578	2.102489	0.289051	CDK13	cyclin dependent kinase 13
