ID	adj.P.Val	P.Value	t	B	logFC	Gene	Gene.title
ILMN_1709032	5.61E-14	6.97E-17	9.1679694	27.7953303	4.67E-01	FYCO1	FYVE and coiled-coil domain containing 1
ILMN_2058070	5.61E-14	7.22E-17	-9.1624024	27.7601526	-2.22E-01	NEDD8	"neural precursor cell expressed, developmentally down-regulated 8"
ILMN_1692962	5.61E-14	7.24E-17	9.1619733	27.7574413	5.21E-01	CTDSP2	CTD small phosphatase 2
ILMN_1795937	5.61E-14	7.32E-17	9.1602963	27.7468462	8.12E-01	EZR	ezrin
ILMN_2103720	6.04E-14	8.02E-17	-9.1461494	27.6574966	-4.35E-01	MRPL15	mitochondrial ribosomal protein L15
ILMN_1688381	6.18E-14	8.35E-17	9.1399103	27.618109	3.24E-01	BPTF	bromodomain PHD finger transcription factor
ILMN_2165473	6.82E-14	9.38E-17	9.1220338	27.5053105	7.66E-01	MID1IP1	MID1 interacting protein 1
ILMN_1769473	7.08E-14	9.90E-17	9.1135463	27.4517857	2.49E-01	SETD2	SET domain containing 2
ILMN_1677237	7.98E-14	1.15E-16	-9.0900896	27.3039617	-5.20E-01		
ILMN_2150112	7.98E-14	1.15E-16	-9.0898473	27.3024357	-4.57E-01	NRN1	neuritin 1
ILMN_1810559	8.16E-14	1.21E-16	9.082976	27.2591617	6.81E-01	RHOQ	ras homolog family member Q
ILMN_1750100	8.16E-14	1.22E-16	-9.0813874	27.2491587	-6.38E-01		
ILMN_1703327	8.96E-14	1.36E-16	9.0644366	27.1424684	1.68E-01	PSTPIP1	proline-serine-threonine phosphatase interacting protein 1
ILMN_1718734	9.65E-14	1.49E-16	9.050546	27.0550984	6.30E-01	MLLT6	"MLLT6, PHD finger domain containing"
ILMN_1796762	1.07E-13	1.68E-16	9.0312382	26.9337429	4.16E-01	CCDC102A	coiled-coil domain containing 102A
ILMN_1728645	1.07E-13	1.72E-16	-9.0279677	26.9131971	-3.60E-01		
ILMN_1701918	1.07E-13	1.74E-16	-9.026066	26.9012519	-2.96E-01		
ILMN_1775448	1.07E-13	1.75E-16	-9.0253215	26.8965753	-8.94E-01	PFN2	profilin 2
ILMN_2152581	1.07E-13	1.77E-16	9.0234999	26.8851345	3.84E-01	STK38	serine/threonine kinase 38
ILMN_1718769	1.12E-13	1.89E-16	9.0130654	26.8196157	7.23E-01	ITSN1	intersectin 1
ILMN_1700144	1.18E-13	2.02E-16	9.0032345	26.7579154	4.73E-01	ITGA10	integrin subunit alpha 10
ILMN_1704335	1.18E-13	2.04E-16	9.0014439	26.7466798	2.28E-01	FXR1	FMR1 autosomal homolog 1
ILMN_1730818	1.23E-13	2.17E-16	-8.9920757	26.6879129	-3.92E-01		
ILMN_1814369	1.26E-13	2.28E-16	8.9838383	26.6362599	2.14E-01	C21orf62	chromosome 21 open reading frame 62
ILMN_2044572	1.26E-13	2.29E-16	8.9834313	26.6337087	3.19E-01	TBC1D20	TBC1 domain family member 20
ILMN_2337941	1.26E-13	2.29E-16	-8.9831805	26.6321363	-4.77E-01	COPS8	COP9 signalosome subunit 8
ILMN_1738239	1.26E-13	2.33E-16	8.980894	26.6178026	6.29E-01	RBM6	RNA binding motif protein 6
ILMN_2038775	1.26E-13	2.37E-16	-8.9782099	26.6009783	-1.03	TUBB2A	tubulin beta 2A class IIa
ILMN_1655405	1.43E-13	2.71E-16	8.9574338	26.4708185	1.31E-01	SCARF2	scavenger receptor class F member 2
ILMN_1778382	1.46E-13	2.81E-16	-8.9514885	26.4335941	-1.32E-01	C17orf102	chromosome 17 open reading frame 102
ILMN_1779185	1.47E-13	2.87E-16	8.9484033	26.4142814	4.28E-01	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like
ILMN_3239181	1.47E-13	2.89E-16	8.9469481	26.4051734	5.99E-01	ITPRIP	"inositol 1,4,5-trisphosphate receptor interacting protein"
ILMN_1794912	1.61E-13	3.20E-16	-8.9313275	26.3074394	-4.22E-01	ATP5H	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit D"
ILMN_1811579	1.65E-13	3.32E-16	8.9255849	26.2715269	4.24E-01	HOMER3	homer scaffolding protein 3
ILMN_1686889	1.69E-13	3.44E-16	8.9199235	26.2361315	6.34E-01	FAM229B	family with sequence similarity 229 member B
ILMN_1798485	1.70E-13	3.51E-16	-8.9168677	26.2170303	-5.91E-01	ATP6V1E1	ATPase H+ transporting V1 subunit E1
ILMN_3248218	1.73E-13	3.62E-16	8.912078	26.1870964	4.02E-01	SNORD104	"small nucleolar RNA, C/D box 104"
ILMN_1709044	1.78E-13	3.75E-16	8.9066852	26.1534012	2.43E-01	TGIF2	TGFB induced factor homeobox 2
ILMN_1745501	2.00E-13	4.29E-16	8.8853554	26.0202103	5.33E-01	DNALI1	dynein axonemal light intermediate chain 1
ILMN_1733412	2.00E-13	4.32E-16	8.8843445	26.0139009	3.56E-01		
ILMN_3258356	2.05E-13	4.47E-16	8.8790751	25.9810188	5.40E-01		
ILMN_2363489	2.24E-13	4.99E-16	-8.8619154	25.8739944	-3.97E-01	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)
ILMN_3248941	2.24E-13	5.02E-16	8.8608265	25.8672062	4.60E-01	FAM229B	family with sequence similarity 229 member B
ILMN_1755737	2.24E-13	5.05E-16	8.8600944	25.8626421	7.58E-01	TRABD	TraB domain containing
ILMN_1707553	2.29E-13	5.22E-16	8.8549638	25.8306623	2.40E-01	GAREM1	GRB2 associated regulator of MAPK1 subtype 1
ILMN_1742731	2.48E-13	5.70E-16	-8.8411925	25.7448611	-2.95E-01	SLC35A2	solute carrier family 35 member A2
ILMN_1665554	2.54E-13	5.90E-16	-8.8357393	25.7109009	-2.76E-01	BRF2	"BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit"
ILMN_1757497	2.66E-13	6.27E-16	-8.8262036	25.6515371	-1.23	VGF	VGF nerve growth factor inducible
ILMN_1664644	2.66E-13	6.31E-16	8.8251225	25.6448086	3.23E-01	ATG16L2	autophagy related 16 like 2
ILMN_1669057	2.67E-13	6.39E-16	8.8231426	25.6324873	2.38E-01		
ILMN_1661500	2.67E-13	6.46E-16	8.8213844	25.6215459	3.87E-01	B4GALT4	"beta-1,4-galactosyltransferase 4"
ILMN_1666399	2.87E-13	7.00E-16	8.808819	25.5433807	2.59E-01	RING1	ring finger protein 1
ILMN_1790518	2.96E-13	7.31E-16	8.802045	25.5012607	3.69E-01	JADE3	jade family PHD finger 3
ILMN_2364376	3.23E-13	8.06E-16	8.7867559	25.4062455	3.64E-01	ILK	integrin linked kinase
ILMN_1800164	3.23E-13	8.13E-16	8.7853785	25.3976891	4.07E-01	PPFIA1	PTPRF interacting protein alpha 1
ILMN_1685580	3.25E-13	8.34E-16	8.781334	25.3725675	2.98E-01	CBLB	Cbl proto-oncogene B
ILMN_1725666	3.25E-13	8.38E-16	-8.7805374	25.3676203	-3.07E-01	GTF2H3	general transcription factor IIH subunit 3
ILMN_2398039	3.25E-13	8.40E-16	-8.7802874	25.3660676	-2.78E-01	TCERG1	transcription elongation regulator 1
ILMN_3306028	3.66E-13	9.55E-16	8.7600208	25.2402661	2.71E-01		
ILMN_1677376	3.77E-13	9.92E-16	8.7541653	25.2039419	5.63E-01	CHD7	chromodomain helicase DNA binding protein 7
ILMN_1802894	3.78E-13	1.00E-15	-8.7523888	25.1929238	-4.35E-01	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1
ILMN_1796595	3.81E-13	1.02E-15	-8.7494618	25.1747718	-4.19E-01	C5orf22	chromosome 5 open reading frame 22
ILMN_1756049	4.17E-13	1.13E-15	-8.7339504	25.0786201	-6.19E-01		
ILMN_2230016	4.22E-13	1.15E-15	-8.7309367	25.0599475	-5.77E-01	HIGD1A	HIG1 hypoxia inducible domain family member 1A
ILMN_1789830	4.26E-13	1.17E-15	8.7276952	25.0398661	7.59E-01	CFLAR	CASP8 and FADD like apoptosis regulator
ILMN_3246962	4.26E-13	1.18E-15	8.7265995	25.0330792	2.96E-01	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like
ILMN_1771048	4.29E-13	1.20E-15	8.7240456	25.0172609	4.79E-01		
ILMN_1739042	4.31E-13	1.22E-15	8.722027	25.0047592	1.87E-01		
ILMN_2135258	4.35E-13	1.24E-15	8.719446	24.9887768	8.24E-01	RAPGEF3	Rap guanine nucleotide exchange factor 3
ILMN_1782247	4.62E-13	1.33E-15	8.7083391	24.9200212	4.43E-01	KAT2A	lysine acetyltransferase 2A
ILMN_1763412	4.77E-13	1.38E-15	-8.7021114	24.8814859	-6.03E-01	SPHKAP	"SPHK1 interactor, AKAP domain containing"
ILMN_1716089	4.86E-13	1.42E-15	8.6975118	24.8530328	3.56E-01	KANK2	KN motif and ankyrin repeat domains 2
ILMN_3242330	4.86E-13	1.43E-15	8.6965815	24.8472788	5.41E-01	FAM65C	family with sequence similarity 65 member C
ILMN_1677432	5.02E-13	1.49E-15	8.6902781	24.808298	5.77E-01	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1
ILMN_1904785	5.08E-13	1.52E-15	8.6870958	24.7886231	1.86E-01		
ILMN_1714438	5.11E-13	1.54E-15	8.6850837	24.7761844	4.39E-01	MUTYH	mutY DNA glycosylase
ILMN_1657373	5.24E-13	1.59E-15	8.6796268	24.7424574	3.86E-01	P3H2	prolyl 3-hydroxylase 2
ILMN_1676302	5.36E-13	1.64E-15	8.6748238	24.7127788	3.32E-01	PCED1A	PC-esterase domain containing 1A
ILMN_1651378	5.70E-13	1.76E-15	8.6639501	24.6456156	4.29E-01	AUP1	ancient ubiquitous protein 1
ILMN_1812721	5.91E-13	1.83E-15	8.6571601	24.6036945	6.28E-01		
ILMN_3230337	6.11E-13	1.91E-15	8.6507372	24.5640523	4.44E-01	PAXIP1-AS2	PAXIP1 antisense RNA 2
ILMN_1866935	6.52E-13	2.06E-15	-8.6391426	24.4925242	-2.07E-01		
ILMN_1745954	6.52E-13	2.07E-15	8.6379005	24.4848638	2.70E-01	CORO1C	coronin 1C
ILMN_1710954	7.67E-13	2.46E-15	8.6110644	24.3194792	3.34E-01		
ILMN_1736054	8.03E-13	2.59E-15	-8.6027268	24.2681427	-6.42E-01	SUB1	"SUB1 homolog, transcriptional regulator"
ILMN_1803997	8.23E-13	2.67E-15	8.5977045	24.2372295	3.46E-01	SDCCAG3	serologically defined colon cancer antigen 3
ILMN_1695362	8.25E-13	2.70E-15	8.5961237	24.2275012	2.57E-01	ZNF32	zinc finger protein 32
ILMN_1713636	8.60E-13	2.85E-15	8.5875817	24.1749468	4.86E-01	S100A6	S100 calcium binding protein A6
ILMN_2084059	8.60E-13	2.86E-15	8.5868698	24.1705675	1.81E-01	SLC12A4	solute carrier family 12 member 4
ILMN_1815086	8.60E-13	2.88E-15	8.5856218	24.1628912	4.97E-01	NINJ1	ninjurin 1
ILMN_1682034	8.60E-13	2.90E-15	8.5848746	24.158296	7.45E-01	HEY2	hes related family bHLH transcription factor with YRPW motif 2
ILMN_1724658	8.60E-13	2.92E-15	-8.5838108	24.1517531	-3.90E-01	BNIP3	BCL2 interacting protein 3
ILMN_2352036	8.62E-13	2.95E-15	-8.5819525	24.1403254	-8.96E-01	RTN4	reticulon 4
ILMN_1805807	8.62E-13	2.96E-15	-8.5812378	24.1359308	-8.27E-01	SLC30A3	solute carrier family 30 member 3
ILMN_3269719	9.10E-13	3.15E-15	8.5716509	24.0769934	3.09E-01	ARAP1	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
ILMN_2224833	9.15E-13	3.19E-15	8.5696107	24.064455	5.33E-01	ADIPOR2	adiponectin receptor 2
ILMN_1718136	9.78E-13	3.43E-15	-8.5579307	23.9926972	-3.64E-01	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like
ILMN_1757552	9.81E-13	3.47E-15	8.5564404	23.9835449	8.16E-01	PTRF	polymerase I and transcript release factor
ILMN_1736178	9.97E-13	3.54E-15	8.5528749	23.96165	8.78E-01	AEBP1	AE binding protein 1
ILMN_1805192	1.08E-12	3.88E-15	8.5385666	23.8738273	6.39E-01	ITPRIP	"inositol 1,4,5-trisphosphate receptor interacting protein"
ILMN_1753312	1.14E-12	4.11E-15	8.5293811	23.8174822	5.40E-01	PLXDC2	plexin domain containing 2
ILMN_1852022	1.16E-12	4.19E-15	8.5262366	23.7981999	6.75E-01		
ILMN_1865056	1.19E-12	4.35E-15	8.5203617	23.7621825	2.62E-01	LINC01315	long intergenic non-protein coding RNA 1315
ILMN_1806733	1.22E-12	4.49E-15	8.5154368	23.731998	4.73E-01	COL18A1	collagen type XVIII alpha 1 chain
ILMN_1687743	1.26E-12	4.67E-15	8.5089034	23.6919674	2.37E-01	BTBD7	BTB domain containing 7
ILMN_1678546	1.28E-12	4.75E-15	-8.5062439	23.6756763	-5.94E-01	PEX11B	peroxisomal biogenesis factor 11 beta
ILMN_1662963	1.34E-12	5.04E-15	8.4969759	23.6189218	5.59E-01	PSD2	pleckstrin and Sec7 domain containing 2
ILMN_1723969	1.37E-12	5.16E-15	-8.492979	23.5944542	-5.32E-01	PLCB1	phospholipase C beta 1
ILMN_2405642	1.37E-12	5.19E-15	-8.4921565	23.5894199	-2.71E-01	DHDDS	dehydrodolichyl diphosphate synthase subunit
ILMN_2081813	1.37E-12	5.22E-15	-8.4913645	23.5845727	-1.18	PCSK1	proprotein convertase subtilisin/kexin type 1
ILMN_1815057	1.39E-12	5.34E-15	8.487639	23.5617733	6.91E-01	PDGFRB	platelet derived growth factor receptor beta
ILMN_1665280	1.39E-12	5.39E-15	-8.486165	23.5527537	-5.94E-01	SPCS1	signal peptidase complex subunit 1
ILMN_1738093	1.54E-12	6.00E-15	-8.4692252	23.4491509	-2.95E-01	RNFT2	"ring finger protein, transmembrane 2"
ILMN_1654016	1.57E-12	6.14E-15	-8.4653993	23.4257647	-4.24E-01	MYL12B	myosin light chain 12B
ILMN_1753648	1.61E-12	6.35E-15	-8.4600546	23.3931035	-5.21E-01	TRIM51	tripartite motif-containing 51
ILMN_1734205	1.72E-12	6.83E-15	8.448481	23.3224081	3.04E-01	RASSF1	Ras association domain family member 1
ILMN_3226495	1.98E-12	7.90E-15	8.4251604	23.1800926	4.03E-01		
ILMN_1744212	2.02E-12	8.11E-15	8.421004	23.1547465	4.60E-01	INPP5D	inositol polyphosphate-5-phosphatase D
ILMN_1671427	2.23E-12	9.03E-15	8.4038357	23.0501142	5.40E-01	FBXW4	F-box and WD repeat domain containing 4
ILMN_1781468	2.23E-12	9.06E-15	-8.4031861	23.0461575	-4.90E-01	SMAP2	small ArfGAP2
ILMN_2320480	2.23E-12	9.11E-15	8.4023833	23.041267	2.94E-01		
ILMN_1736546	2.25E-12	9.23E-15	-8.4002123	23.0280437	-5.84E-01	SLC16A14	solute carrier family 16 member 14
ILMN_2396982	2.32E-12	9.57E-15	8.3945485	22.9935543	2.60E-01	BCL2L12	BCL2 like 12
ILMN_2226628	2.32E-12	9.64E-15	-8.3933653	22.9863503	-4.23E-01	ZNF184	zinc finger protein 184
ILMN_1760088	2.40E-12	1.00E-14	-8.3869489	22.9472931	-5.98E-01	CCKBR	cholecystokinin B receptor
ILMN_2120695	2.41E-12	1.01E-14	-8.3853636	22.9376453	-7.91E-01	TSPAN7	tetraspanin 7
ILMN_1781400	2.51E-12	1.06E-14	8.3779252	22.8923878	9.12E-01	SLC7A2	solute carrier family 7 member 2
ILMN_1763344	2.55E-12	1.08E-14	-8.3746395	22.872403	-6.80E-01	ADCYAP1	adenylate cyclase activating polypeptide 1
ILMN_1786065	2.58E-12	1.10E-14	8.3722107	22.8576318	4.15E-01	UHRF1	ubiquitin like with PHD and ring finger domains 1
ILMN_1717094	2.63E-12	1.13E-14	8.3677965	22.8307919	2.45E-01	ZNF618	zinc finger protein 618
ILMN_1783276	2.76E-12	1.20E-14	8.3583562	22.7734134	1.75E-01	NEXN	nexilin F-actin binding protein
ILMN_2401987	2.76E-12	1.20E-14	8.3579444	22.7709107	2.76E-01	DLEC1	deleted in lung and esophageal cancer 1
ILMN_2381121	2.76E-12	1.20E-14	-8.3576039	22.7688419	-4.75E-01	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1
ILMN_3191695	2.87E-12	1.26E-14	-8.3506573	22.7266412	-4.12E-01		
ILMN_2339779	2.87E-12	1.27E-14	-8.3496789	22.7206983	-5.29E-01	ATP6V1E1	ATPase H+ transporting V1 subunit E1
ILMN_1722981	2.90E-12	1.28E-14	8.3473558	22.70659	4.25E-01	TLR5	toll like receptor 5
ILMN_1682781	2.93E-12	1.31E-14	8.3443835	22.6885414	7.30E-01	TEAD2	TEA domain transcription factor 2
ILMN_1732577	2.93E-12	1.31E-14	8.3436552	22.6841197	4.73E-01	TMEM216	transmembrane protein 216
ILMN_1681679	2.93E-12	1.32E-14	8.342819	22.6790425	6.86E-01	TSPO	translocator protein
ILMN_1749792	2.94E-12	1.33E-14	8.3411396	22.6688472	6.25E-01	SORBS1	sorbin and SH3 domain containing 1
ILMN_1779934	2.94E-12	1.34E-14	8.3406709	22.6660019	2.08E-01	CDH23	cadherin-related 23
ILMN_1708025	3.03E-12	1.39E-14	8.3349346	22.6311851	1.17E-01	RBPMS	RNA binding protein with multiple splicing
ILMN_2197946	3.17E-12	1.46E-14	-8.3271232	22.5837913	-6.39E-01	SCG3	secretogranin III
ILMN_1735014	3.23E-12	1.50E-14	8.3224177	22.555252	4.98E-01	KLF6	Kruppel like factor 6
ILMN_2396410	3.23E-12	1.50E-14	-8.3223067	22.5545787	-5.78E-01	CS	citrate synthase
ILMN_1652314	3.34E-12	1.56E-14	8.3161538	22.5172725	1.38E-01	SPAG1	sperm associated antigen 1
ILMN_1773849	3.40E-12	1.59E-14	-8.3125511	22.495434	-7.80E-01		
ILMN_1708619	3.48E-12	1.64E-14	-8.3076998	22.4660349	-4.66E-01	SEH1L	SEH1 like nucleoporin
ILMN_1726743	3.60E-12	1.71E-14	-8.3015772	22.4289421	-5.99E-01	MRPS30	mitochondrial ribosomal protein S30
ILMN_1811264	3.75E-12	1.79E-14	-8.2943799	22.3853552	-2.54E-01	C15orf57	chromosome 15 open reading frame 57
ILMN_3241081	3.76E-12	1.80E-14	8.292866	22.3761896	2.94E-01		
ILMN_1729161	4.06E-12	1.95E-14	8.2798284	22.2972853	6.71E-01	NOTCH1	notch 1
ILMN_3226045	4.59E-12	2.23E-14	8.2586205	22.1690595	2.51E-01		
ILMN_2383349	4.59E-12	2.23E-14	8.2585626	22.1687097	3.52E-01	STEAP3	STEAP3 metalloreductase
ILMN_1783837	4.59E-12	2.24E-14	-8.2577249	22.1636484	-8.77E-01	SYN1	synapsin I
ILMN_2079285	4.62E-12	2.27E-14	-8.2560487	22.153521	-4.51E-01	ATP5L	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G"
ILMN_1760718	4.86E-12	2.40E-14	8.2468837	22.0981639	4.44E-01	ZMIZ2	zinc finger MIZ-type containing 2
ILMN_1791642	4.87E-12	2.41E-14	8.2458215	22.0917505	1.29E-01		
ILMN_1769155	4.96E-12	2.47E-14	-8.2420859	22.0691968	-3.70E-01	CYP2C8	cytochrome P450 family 2 subfamily C member 8
ILMN_2320906	4.96E-12	2.48E-14	-8.2413837	22.0649582	-9.61E-01	RTN3	reticulon 3
ILMN_1656482	5.04E-12	2.54E-14	8.23758	22.0419992	3.80E-01	OSBPL2	oxysterol binding protein like 2
ILMN_1706610	5.04E-12	2.54E-14	8.2372587	22.04006	2.27E-01		
ILMN_2316236	5.07E-12	2.57E-14	-8.2355152	22.0295386	-9.13E-01	HOPX	HOP homeobox
ILMN_1702837	5.11E-12	2.61E-14	-8.2334178	22.0168828	-3.43E-01	PSMD1	"proteasome 26S subunit, non-ATPase 1"
ILMN_1669456	5.23E-12	2.68E-14	8.2289924	21.9901842	4.33E-01	NME3	NME/NM23 nucleoside diphosphate kinase 3
ILMN_2351795	5.35E-12	2.75E-14	-8.2245623	21.9634646	-2.73E-01		
ILMN_1740606	5.45E-12	2.82E-14	-8.2207869	21.940699	-1.26E-01	RTKN2	rhotekin 2
ILMN_3245752	5.81E-12	3.02E-14	8.2095295	21.8728459	3.92E-01		
ILMN_1713249	5.81E-12	3.04E-14	8.2085976	21.8672309	4.30E-01	PHF19	PHD finger protein 19
ILMN_1739812	5.81E-12	3.04E-14	-8.2083107	21.8655026	-6.22E-01	PRKCG	protein kinase C gamma
ILMN_1703123	5.82E-12	3.06E-14	8.207224	21.8589556	7.06E-01	CSRNP1	cysteine and serine rich nuclear protein 1
ILMN_1657446	6.28E-12	3.32E-14	-8.1943074	21.781167	-2.83E-01	NTPCR	"nucleoside-triphosphatase, cancer-related"
ILMN_1803856	6.33E-12	3.36E-14	8.1922614	21.7688508	1.86E-01	DKFZP586I1420	uncharacterized protein DKFZp586I1420
ILMN_1708143	6.53E-12	3.48E-14	-8.1865958	21.7347533	-3.46E-01	FAM127A	family with sequence similarity 127 member A
ILMN_1711699	6.81E-12	3.65E-14	8.1787207	21.6873765	6.07E-01		
ILMN_1700432	6.81E-12	3.67E-14	8.1779714	21.6828698	9.08E-01	ITPKB	inositol-trisphosphate 3-kinase B
ILMN_1735591	6.81E-12	3.68E-14	-8.1776162	21.6807336	-1.78E-01	AGAP2	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
