ID	adj.P.Val	P.Value	t	B	logFC	Gene	Gene.title
A_32_P144072	0.0014811	2.88E-06	-4.799423	4.3435436	-1.7522553		
A_23_P78849	0.001491	2.94E-06	-4.7952182	4.3262104	-1.7033783	SYT5	synaptotagmin 5
A_24_P162911	0.0014934	2.98E-06	4.7921582	4.3136042	1.4499613	PRKD3	protein kinase D3
A_24_P811014	0.001494	3.06E-06	-4.7860207	4.2883392	-0.7528364		
A_23_P76071	0.001494	3.08E-06	-4.7847697	4.2831925	-1.1617387	B3GNT4	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4"
A_23_P351695	0.001494	3.09E-06	4.7841173	4.280509	1.4655508		
A_23_P315122	0.0015136	3.20E-06	-4.7767241	4.2501192	-1.2037469	EMX1	empty spiracles homeobox 1
A_23_P129989	0.0015136	3.25E-06	-4.7729199	4.2344969	-0.6671337	HCRT	hypocretin neuropeptide precursor
A_23_P206612	0.0015136	3.25E-06	-4.7728908	4.2343776	-0.7668694	USP31	ubiquitin specific peptidase 31
A_24_P10953	0.0015136	3.28E-06	4.7710482	4.2268145	2.1749823	ZNF93	zinc finger protein 93
A_24_P698136	0.0015647	3.44E-06	-4.7601915	4.1822995	-1.4045862	LOC344967	acyl-CoA thioesterase 7 pseudogene
A_23_P170467	0.0015647	3.47E-06	4.7587536	4.1764098	1.6302356	USP3	ubiquitin specific peptidase 3
A_32_P187304	0.001582	3.56E-06	4.7524468	4.1505946	1.897763		
A_23_P86710	0.001582	3.58E-06	-4.7514875	4.1466704	-3.4533797	FRMPD2	FERM and PDZ domain containing 2
A_23_P1102	0.0015836	3.62E-06	-4.7488858	4.1360305	-1.0751645	ACTA1	"actin, alpha 1, skeletal muscle"
A_32_P22263	0.001614	3.73E-06	4.7422933	4.1090919	1.5563523	HMGN1	high mobility group nucleosome binding domain 1
A_23_P39402	0.0017009	4.03E-06	-4.7249547	4.0383862	-0.8954791	ALKBH6	alkB homolog 6
A_23_P401361	0.0017009	4.05E-06	-4.7240799	4.0348243	-1.4186879	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
A_23_P308189	0.0017009	4.06E-06	4.7236671	4.0331438	1.39745	NBPF3	neuroblastoma breakpoint family member 3
A_32_P27020	0.0017069	4.11E-06	4.7206194	4.02074	1.0843713	NBPF15	neuroblastoma breakpoint family member 15
A_23_P200737	0.001709	4.16E-06	-4.7181027	4.0105021	-3.9610665	RGS4	regulator of G-protein signaling 4
A_23_P22254	0.001755	4.31E-06	4.7099303	3.9772874	2.9970822		
A_23_P257457	0.0017591	4.37E-06	-4.7072081	3.966234	-0.9801056	SDR16C5	"short chain dehydrogenase/reductase family 16C, member 5"
A_23_P324873	0.0017605	4.50E-06	4.7003088	3.9382431	1.4150645	SNORA70	"small nucleolar RNA, H/ACA box 70"
A_23_P164912	0.0017605	4.52E-06	-4.6992627	3.9340022	-1.3090985	LIN7B	"lin-7 homolog B, crumbs cell polarity complex component"
A_24_P58381	0.0017605	4.54E-06	4.6984805	3.9308312	2.0150902	CHD7	chromodomain helicase DNA binding protein 7
A_23_P48784	0.0017605	4.54E-06	-4.6984055	3.9305273	-1.3251507	CYP46A1	cytochrome P450 family 46 subfamily A member 1
A_23_P201079	0.0017677	4.60E-06	-4.6953899	3.9183073	-1.1489127	PRDM2	PR/SET domain 2
A_23_P35035	0.0018042	4.74E-06	-4.6887124	3.8912714	-0.8076465	LPAR3	lysophosphatidic acid receptor 3
A_24_P393470	0.00182	4.83E-06	-4.6846829	3.8749716	-1.2526501	BORCS8	BLOC-1 related complex subunit 8
A_32_P71768	0.0018259	4.89E-06	-4.6819022	3.8637302	-1.134886		
A_23_P257144	0.0018879	5.10E-06	4.6723587	3.82519	2.532016	PXDN	peroxidasin
A_23_P258164	0.0019076	5.23E-06	-4.6665094	3.8015998	-1.0044148	CORT	cortistatin
A_24_P289383	0.0019076	5.25E-06	4.6659959	3.7995302	1.9006126	CHD7	chromodomain helicase DNA binding protein 7
A_23_P421935	0.0019295	5.35E-06	-4.6614364	3.7811602	-1.1438041	ATXN7L3	ataxin 7 like 3
A_23_P16423	0.0019307	5.40E-06	-4.6593252	3.7726593	-1.0846402	ZBTB7A	zinc finger and BTB domain containing 7A
A_23_P161935	0.0020117	5.68E-06	-4.6480963	3.7274982	-1.0228503	SYT7	synaptotagmin 7
A_23_P207414	0.0020961	5.97E-06	-4.6368505	3.6823583	-1.1259038	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough
A_32_P205722	0.0021201	6.09E-06	4.6323438	3.6642936	1.1574101		
A_23_P49009	0.0021259	6.17E-06	-4.6293266	3.6522075	-1.3001763	LPCAT4	lysophosphatidylcholine acyltransferase 4
A_23_P120794	0.0021259	6.24E-06	-4.6266681	3.6415638	-1.4390998	SLC7A4	solute carrier family 7 member 4
A_23_P72187	0.0021259	6.26E-06	4.6260401	3.63905	1.3680079	MED14	mediator complex subunit 14
A_23_P393531	0.0021566	6.41E-06	-4.620547	3.6170753	-1.0457805	INPP4A	inositol polyphosphate-4-phosphatase type I A
A_23_P303548	0.0021566	6.55E-06	-4.6156704	3.5975853	-1.0915284	NOL4L	nucleolar protein 4 like
A_32_P12344	0.0021566	6.65E-06	-4.6123048	3.5841438	-0.7252618		
A_23_P64689	0.0021566	6.66E-06	4.6120367	3.5830731	1.342369	PAN2	PAN2 poly(A) specific ribonuclease subunit
A_32_P192474	0.0021566	6.75E-06	-4.6089292	3.5706703	-0.9228065	PRRT1	proline rich transmembrane protein 1
A_24_P608330	0.0021566	6.76E-06	4.6084299	3.5686781	1.5541607		
A_32_P210723	0.0021566	6.82E-06	4.6064062	3.5606053	1.6549884		
A_24_P349750	0.0021566	6.83E-06	-4.6062257	3.5598855	-1.3214964	LOC375196	uncharacterized LOC375196
A_24_P820037	0.0021566	6.87E-06	-4.6048627	3.5544501	-1.3740827	SLC6A17	solute carrier family 6 member 17
A_24_P307854	0.0021566	6.87E-06	-4.6047429	3.5539722	-0.9191595	FBXL18	F-box and leucine rich repeat protein 18
A_32_P129621	0.0022106	7.12E-06	4.5966829	3.5218581	1.0484144	ADAM17	ADAM metallopeptidase domain 17
A_24_P198355	0.0022106	7.16E-06	4.5954511	3.5169542	2.1315818	NEDD1	"neural precursor cell expressed, developmentally down-regulated 1"
A_23_P215275	0.0022106	7.23E-06	-4.5931351	3.507737	-1.5349773	LMTK2	lemur tyrosine kinase 2
A_32_P147678	0.0022106	7.26E-06	-4.5922461	3.5042002	-0.9336237	MAP3K9	mitogen-activated protein kinase kinase kinase 9
A_23_P95172	0.0022485	7.44E-06	4.5866849	3.4820865	1.3837586		
A_23_P405754	0.0022486	7.50E-06	-4.585004	3.4754071	-1.7452259	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
A_23_P212781	0.0023106	7.91E-06	-4.5727507	3.4267753	-2.1219381		
A_23_P206981	0.0023106	7.94E-06	4.5719772	3.423709	1.2917153	VEZF1	vascular endothelial zinc finger 1
A_32_P92654	0.0023106	7.97E-06	4.5710907	3.4201952	1.5245445	GUSBP1	"glucuronidase, beta pseudogene 1"
A_23_P126159	0.0023106	8.01E-06	-4.5697772	3.4149903	-1.5547395	HPCA	hippocalcin
A_23_P88678	0.0023106	8.04E-06	-4.5689564	3.4117382	-2.0099239	TMEM266	transmembrane protein 266
A_23_P96990	0.0023106	8.15E-06	4.5659448	3.3998099	0.9371031	NVL	nuclear VCP-like
A_23_P88865	0.0023106	8.19E-06	4.5647875	3.3952282	1.9648751	CMTM3	CKLF like MARVEL transmembrane domain containing 3
A_23_P129821	0.0023106	8.25E-06	-4.5630713	3.388435	-1.6732805	KCNJ12	potassium voltage-gated channel subfamily J member 12
A_23_P46369	0.0023106	8.27E-06	4.5625574	3.3864012	2.009595	RAB13	"RAB13, member RAS oncogene family"
A_32_P146898	0.0023106	8.47E-06	4.5571184	3.3648886	2.0875486		
A_23_P139841	0.0023106	8.47E-06	-4.5570305	3.3645412	-1.5375088	KCNC2	potassium voltage-gated channel subfamily C member 2
A_23_P390528	0.0023106	8.48E-06	-4.5569042	3.3640418	-1.4803381	DUSP8	dual specificity phosphatase 8
A_23_P302568	0.0023106	8.55E-06	-4.5550359	3.3566574	-2.348221	SLC30A3	solute carrier family 30 member 3
A_23_P26426	0.0023106	8.55E-06	-4.5548284	3.3558371	-1.0093852	CPNE7	copine 7
A_23_P90895	0.0023106	8.56E-06	-4.5547022	3.3553387	-0.9115847	PPP1R21	protein phosphatase 1 regulatory subunit 21
A_32_P155035	0.0023106	8.66E-06	-4.5519607	3.344508	-1.0392061	LOC100506411	uncharacterized LOC100506411
A_23_P103672	0.0023106	8.67E-06	4.5517408	3.3436393	2.6977697	NES	nestin
A_23_P78750	0.0023106	8.79E-06	-4.5484809	3.3307684	-1.4264032	SLC17A7	solute carrier family 17 member 7
A_23_P171258	0.0023106	8.81E-06	4.5479758	3.3287745	1.0207945	ABCB7	ATP binding cassette subfamily B member 7
A_23_P54376	0.0023106	8.91E-06	-4.5454831	3.3189386	-1.3374352	STOML1	stomatin like 1
A_23_P208880	0.0023106	8.93E-06	4.5450485	3.3172244	2.903738	UHRF1	ubiquitin like with PHD and ring finger domains 1
A_23_P60775	0.0023106	8.97E-06	-4.5438516	3.3125034	-1.0708753	CELF5	"CUGBP, Elav-like family member 5"
A_23_P67162	0.0023106	9.03E-06	-4.5422841	3.306322	-1.2645187	PIN1	"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
A_24_P275428	0.0023106	9.08E-06	-4.5410746	3.301554	-1.0775979	FAIM2	Fas apoptotic inhibitory molecule 2
A_24_P234116	0.0023106	9.17E-06	4.5387155	3.2922565	1.1879245	C1orf56	chromosome 1 open reading frame 56
A_32_P142827	0.0023106	9.27E-06	4.5363454	3.2829201	1.9062378		
A_32_P32905	0.0023106	9.33E-06	-4.5348252	3.2769337	-1.4679659		
A_23_P133386	0.0023106	9.35E-06	-4.534427	3.2753658	-1.5126906	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2
A_23_P408830	0.0023106	9.45E-06	-4.5318712	3.2653057	-2.385788	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2
A_23_P155162	0.0023106	9.49E-06	-4.5309714	3.261765	-1.1438088	PANX2	pannexin 2
A_24_P215882	0.0023106	9.53E-06	-4.5300242	3.2580383	-2.2683373	ARHGDIG	Rho GDP dissociation inhibitor gamma
A_32_P78295	0.0023106	9.56E-06	-4.5292058	3.2548192	-1.0619238	ATOH7	atonal bHLH transcription factor 7
A_24_P8075	0.0023106	9.56E-06	4.5291739	3.2546935	0.8785102	KLHDC4	kelch domain containing 4
A_23_P82334	0.0023106	9.62E-06	4.5279038	3.2496982	1.5033824	SLC25A13	solute carrier family 25 member 13
A_23_P252817	0.0023242	9.76E-06	-4.524359	3.2357631	-3.9739596	SST	somatostatin
A_24_P354356	0.0023242	9.84E-06	-4.5226092	3.2288876	-1.4875793	FAM131A	family with sequence similarity 131 member A
A_23_P82420	0.0023242	9.84E-06	-4.5225423	3.228625	-3.0764802	STX1A	syntaxin 1A
A_32_P51084	0.0024048	1.02E-05	4.5133469	3.1925302	1.273469	NUP205	nucleoporin 205
A_23_P146855	0.0024196	1.04E-05	-4.5100238	3.1795011	-2.8346068	MPPED1	metallophosphoesterase domain containing 1
A_23_P433855	0.0024196	1.04E-05	-4.509306	3.1766875	-2.7904685	RGS4	regulator of G-protein signaling 4
A_24_P328668	0.0025063	1.09E-05	4.499855	3.1396802	1.1186358	ARL13B	ADP ribosylation factor like GTPase 13B
A_23_P338981	0.0025144	1.12E-05	-4.4931058	3.1132916	-0.7130044	CYGB	cytoglobin
A_23_P385199	0.0025144	1.12E-05	-4.4930556	3.1130953	-1.1949363	EPHA10	EPH receptor A10
A_24_P519638	0.0025144	1.14E-05	4.4891183	3.0977162	1.5450581	LHX4-AS1	LHX4 antisense RNA 1
A_23_P75283	0.0025144	1.14E-05	-4.4880455	3.093528	-3.1977919	RBP4	retinol binding protein 4
A_24_P284523	0.0025144	1.14E-05	-4.4878842	3.0928983	-1.9390229	MAP3K10	mitogen-activated protein kinase kinase kinase 10
A_23_P65129	0.0025144	1.14E-05	-4.4876783	3.0920946	-1.3058265	SPRYD3	SPRY domain containing 3
A_23_P38712	0.0025144	1.15E-05	-4.4874716	3.0912876	-2.1656049	ADCYAP1	adenylate cyclase activating polypeptide 1
A_24_P6125	0.0025144	1.15E-05	-4.486225	3.0864221	-3.4329787	KCNJ4	potassium voltage-gated channel subfamily J member 4
A_24_P541483	0.0025144	1.16E-05	-4.4844602	3.0795361	-1.2053948		
A_23_P393080	0.0025144	1.16E-05	-4.4843135	3.0789638	-1.1634418	CALML3	calmodulin like 3
A_32_P150012	0.0025144	1.17E-05	4.4820249	3.0700377	2.0309548	CHD7	chromodomain helicase DNA binding protein 7
A_23_P51958	0.0025144	1.18E-05	-4.4812968	3.0671987	-1.6033286	NBL1	"neuroblastoma 1, DAN family BMP antagonist"
A_24_P164998	0.0025144	1.18E-05	-4.4803073	3.0633409	-2.3116876	LYPD8	LY6/PLAUR domain containing 8
A_32_P145233	0.0025144	1.18E-05	-4.4802908	3.0632767	-0.9747289		
A_23_P15113	0.0025144	1.18E-05	4.4798556	3.06158	1.0849911	ARHGAP17	Rho GTPase activating protein 17
A_23_P45875	0.0025144	1.19E-05	4.4791397	3.0587899	1.0262836	TPR	"translocated promoter region, nuclear basket protein"
A_24_P131222	0.002542	1.21E-05	-4.4752721	3.0437215	-0.7828732	ATP13A2	ATPase 13A2
A_24_P321634	0.002542	1.21E-05	4.4742119	3.039593	0.9954112	ZMYM5	zinc finger MYM-type containing 5
A_23_P44105	0.0025665	1.23E-05	4.4707963	3.0262973	1.387006	LAT	linker for activation of T-cells
A_24_P50862	0.0025744	1.24E-05	-4.4689044	3.0189367	-1.948956		
A_32_P74831	0.0025829	1.25E-05	-4.4665935	3.0099489	-1.429727		
A_23_P330788	0.0025829	1.26E-05	-4.4645173	3.0018776	-1.6182979	IQSEC2	IQ motif and Sec7 domain 2
A_23_P390704	0.0025829	1.27E-05	4.4634756	2.9978293	1.4332525	STK38	serine/threonine kinase 38
A_23_P353056	0.0025829	1.27E-05	-4.4627521	2.9950176	-1.3255105	C2CD2L	C2CD2 like
A_23_P35609	0.0025829	1.30E-05	-4.4588163	2.9797305	-1.2813504	UROS	uroporphyrinogen III synthase
A_23_P109171	0.0025829	1.30E-05	-4.458542	2.9786657	-1.368695	BFSP1	beaded filament structural protein 1
A_23_P8754	0.0025829	1.30E-05	4.4584725	2.9783957	1.5133905	AASS	aminoadipate-semialdehyde synthase
A_24_P7510	0.0025829	1.30E-05	-4.4579532	2.9763797	-0.9425798		
A_23_P139585	0.0025829	1.30E-05	-4.4573274	2.9739502	-1.4453872	PDE1B	phosphodiesterase 1B
A_23_P400515	0.0025829	1.31E-05	-4.4566528	2.9713319	-1.4830848	KIF17	kinesin family member 17
A_23_P45560	0.0025835	1.32E-05	-4.4549048	2.9645487	-1.0378116	GPR143	G protein-coupled receptor 143
A_23_P259641	0.0025835	1.32E-05	4.4543696	2.9624725	2.7256555	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
A_23_P200493	0.0026119	1.35E-05	4.4493462	2.942993	1.3079807	LBR	lamin B receptor
A_32_P16625	0.0026119	1.35E-05	4.4492309	2.9425462	2.5535504		
A_24_P271014	0.0026119	1.35E-05	4.448498	2.9397057	1.2101997	PPP4R1	protein phosphatase 4 regulatory subunit 1
A_32_P113845	0.0026229	1.37E-05	-4.4464237	2.9316691	-1.4192524		
A_23_P348063	0.002639	1.38E-05	-4.4439061	2.9219185	-1.7608018	SYNGR1	synaptogyrin 1
A_24_P314688	0.002662	1.41E-05	4.4393124	2.9041397	1.0622922	USP40	ubiquitin specific peptidase 40
A_32_P155016	0.002662	1.41E-05	-4.4385494	2.9011882	-1.4610802	CTXN1	cortexin 1
A_23_P144847	0.002662	1.41E-05	-4.4383887	2.9005666	-1.1500952	CDH12	cadherin 12
A_23_P153971	0.002662	1.42E-05	-4.4375668	2.8973877	-1.0022807	SGPP2	sphingosine-1-phosphate phosphatase 2
A_23_P168556	0.0026769	1.43E-05	-4.4351889	2.8881936	-3.0683572	STX1A	syntaxin 1A
A_23_P312179	0.0026965	1.45E-05	4.4324205	2.8774947	1.2935148	ALMS1	"ALMS1, centrosome and basal body associated protein"
A_23_P50857	0.0026978	1.46E-05	-4.4312528	2.8729839	-1.5404596	ABHD8	abhydrolase domain containing 8
A_24_P243396	0.0027173	1.47E-05	-4.4285105	2.8623937	-0.7607824	TCOF1	treacle ribosome biogenesis factor 1
A_24_P307665	0.0027197	1.48E-05	4.4272491	2.8575243	1.4671952		
A_24_P684721	0.0027223	1.49E-05	4.4259847	2.8526444	1.0072039	TRABD	TraB domain containing
A_23_P154786	0.0027229	1.50E-05	-4.4248932	2.8484329	-1.3809514	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
A_32_P103837	0.0027255	1.52E-05	4.4221109	2.8377012	2.3013652	FAM60A	family with sequence similarity 60 member A
A_23_P165325	0.0027255	1.52E-05	-4.4216191	2.8358047	-1.1112868	PREPL	prolyl endopeptidase-like
A_23_P383590	0.0027255	1.52E-05	-4.4212139	2.8342422	-1.4811627	LINC01140	long intergenic non-protein coding RNA 1140
A_23_P62999	0.0027255	1.53E-05	-4.4194364	2.8273903	-1.7020371	EXTL1	exostosin like glycosyltransferase 1
A_32_P319880	0.0027255	1.54E-05	4.4188221	2.8250227	1.4211047	UVSSA	UV stimulated scaffold protein A
A_23_P205768	0.0027255	1.54E-05	-4.4177507	2.8208944	-1.6215623	ARPP19	cAMP regulated phosphoprotein 19
A_32_P528967	0.0027255	1.55E-05	-4.4175076	2.8199576	-1.0064892	RTP1	receptor transporter protein 1
A_23_P57829	0.0027449	1.56E-05	-4.4148327	2.8096545	-1.7836215	CPNE9	copine family member 9
A_23_P110473	0.0027872	1.59E-05	4.4102359	2.7919606	1.7464518	NAIP	NLR family apoptosis inhibitory protein
A_23_P7353	0.0028363	1.64E-05	-4.4030731	2.7644203	-0.7581499	LARP1B	La ribonucleoprotein domain family member 1B
A_23_P144944	0.0028363	1.66E-05	4.4012617	2.7574615	1.2737001	SMAD5	SMAD family member 5
A_23_P50108	0.0028363	1.66E-05	4.4012497	2.7574154	3.9326898	NDC80	"NDC80, kinetochore complex component"
A_32_P10936	0.0028363	1.66E-05	-4.4009057	2.756094	-1.5023088	CDH12	cadherin 12
